date,location,continent,new_cases_smoothed,icu_patients,icu_patients_per_million,new_deaths_smoothed,new_vaccinations_smoothed
2021-01-30,Algeria,Africa,250.429,33.0,0.74,3.857,30.0
2021-02-01,Algeria,Africa,246.286,29.0,0.65,4.0,2509.0
2021-02-02,Algeria,Africa,249.143,23.0,0.516,3.857,2819.0
2021-02-05,Algeria,Africa,248.857,21.0,0.471,3.571,3217.0
2021-02-08,Algeria,Africa,247.857,25.0,0.56,3.429,3748.0
2021-02-10,Algeria,Africa,238.0,25.0,0.56,3.714,3748.0
2021-02-12,Algeria,Africa,239.143,22.0,0.493,3.286,3748.0
2021-02-13,Algeria,Africa,269.143,20.0,0.448,3.714,3748.0
2021-02-14,Algeria,Africa,231.857,19.0,0.426,3.571,3748.0
2021-02-19,Algeria,Africa,185.286,18.0,0.403,3.143,3748.0
2021-02-20,Algeria,Africa,178.714,16.0,0.359,3.286,6409.0
2021-02-21,Algeria,Africa,172.286,15.0,0.336,3.143,9069.0
2021-02-23,Algeria,Africa,172.857,19.0,0.426,3.143,14389.0
2021-02-25,Algeria,Africa,172.0,18.0,0.403,3.286,19709.0
2021-02-26,Algeria,Africa,172.143,21.0,0.471,3.286,22369.0
2021-02-27,Algeria,Africa,170.857,21.0,0.471,3.0,22369.0
2021-02-28,Algeria,Africa,167.857,22.0,0.493,3.143,22369.0
2021-03-01,Algeria,Africa,165.857,22.0,0.493,3.286,22369.0
2021-03-02,Algeria,Africa,164.429,23.0,0.516,3.429,22369.0
2021-03-07,Algeria,Africa,163.143,21.0,0.471,4.286,22369.0
2021-03-10,Algeria,Africa,155.429,19.0,0.426,4.286,22369.0
2021-03-12,Algeria,Africa,151.429,15.0,0.336,3.429,22369.0
2021-03-22,Algeria,Africa,120.714,7.0,0.157,3.0,22369.0
2021-03-23,Algeria,Africa,115.571,9.0,0.202,3.0,22369.0
2021-03-24,Algeria,Africa,107.143,9.0,0.202,3.0,22369.0
2021-03-25,Algeria,Africa,100.143,17.0,0.381,2.857,22369.0
2021-03-26,Algeria,Africa,98.143,18.0,0.403,3.0,22369.0
2021-03-27,Algeria,Africa,97.714,20.0,0.448,3.143,22369.0
2021-03-28,Algeria,Africa,97.0,19.0,0.426,3.286,22369.0
2021-03-29,Algeria,Africa,98.714,20.0,0.448,3.286,22369.0
2021-03-30,Algeria,Africa,101.714,15.0,0.336,3.286,22369.0
2021-03-31,Algeria,Africa,107.714,15.0,0.336,3.429,22369.0
2021-04-01,Algeria,Africa,108.714,14.0,0.314,3.571,22369.0
2021-04-02,Algeria,Africa,110.286,16.0,0.359,3.571,22369.0
2021-04-03,Algeria,Africa,110.571,20.0,0.448,3.571,22369.0
2021-04-04,Algeria,Africa,112.286,20.0,0.448,3.571,22369.0
2021-04-05,Algeria,Africa,113.286,16.0,0.359,3.429,22369.0
2021-04-06,Algeria,Africa,116.857,19.0,0.426,3.286,22369.0
2021-04-07,Algeria,Africa,116.0,20.0,0.448,3.286,22369.0
2021-04-08,Algeria,Africa,116.0,20.0,0.448,3.286,22369.0
2021-04-09,Algeria,Africa,117.429,19.0,0.426,3.429,22369.0
2021-04-10,Algeria,Africa,122.0,19.0,0.426,3.429,22369.0
2021-04-11,Algeria,Africa,127.714,19.0,0.426,3.571,22369.0
2021-04-12,Algeria,Africa,129.429,14.0,0.314,3.714,22369.0
2021-04-13,Algeria,Africa,131.429,19.0,0.426,3.571,22369.0
2021-04-14,Algeria,Africa,138.714,17.0,0.381,3.571,22369.0
2021-04-15,Algeria,Africa,146.571,16.0,0.359,3.571,22369.0
2021-04-16,Algeria,Africa,153.143,12.0,0.269,3.571,22369.0
2021-04-17,Algeria,Africa,158.286,15.0,0.336,3.714,22369.0
2021-04-18,Algeria,Africa,160.857,21.0,0.471,3.571,22369.0
2021-04-19,Algeria,Africa,165.714,22.0,0.493,3.714,22369.0
2021-04-20,Algeria,Africa,170.429,19.0,0.426,4.0,22369.0
2021-04-21,Algeria,Africa,171.286,21.0,0.471,4.429,22369.0
2021-04-22,Algeria,Africa,174.429,23.0,0.516,5.286,22369.0
2021-04-23,Algeria,Africa,177.0,22.0,0.493,6.0,22369.0
2021-04-24,Algeria,Africa,178.571,22.0,0.493,6.571,22369.0
2021-04-25,Algeria,Africa,182.857,20.0,0.448,7.429,22369.0
2021-04-26,Algeria,Africa,186.714,21.0,0.471,8.143,22369.0
2021-04-27,Algeria,Africa,193.143,20.0,0.448,8.571,22369.0
2021-04-28,Algeria,Africa,200.857,23.0,0.516,8.857,22369.0
2021-04-29,Algeria,Africa,214.714,22.0,0.493,9.0,22369.0
2021-04-30,Algeria,Africa,220.857,28.0,0.628,9.0,22369.0
2021-05-01,Algeria,Africa,225.0,31.0,0.695,9.0,22369.0
2021-05-02,Algeria,Africa,228.571,24.0,0.538,9.0,22369.0
2021-05-03,Algeria,Africa,229.286,26.0,0.583,9.0,22369.0
2021-05-04,Algeria,Africa,236.429,26.0,0.583,9.143,22369.0
2021-05-05,Algeria,Africa,241.714,22.0,0.493,9.286,22369.0
2021-05-06,Algeria,Africa,229.571,23.0,0.516,9.0,22369.0
2021-05-07,Algeria,Africa,226.286,23.0,0.516,8.857,22369.0
2021-05-08,Algeria,Africa,227.0,25.0,0.56,8.571,22369.0
2021-05-09,Algeria,Africa,226.0,23.0,0.516,8.286,22369.0
2021-05-10,Algeria,Africa,224.429,22.0,0.493,7.857,22369.0
2021-05-11,Algeria,Africa,212.0,19.0,0.426,7.714,22369.0
2021-05-12,Algeria,Africa,201.429,27.0,0.605,7.286,22369.0
2021-05-13,Algeria,Africa,202.286,23.0,0.516,6.857,22369.0
2021-05-14,Algeria,Africa,195.286,26.0,0.583,6.429,22369.0
2021-05-15,Algeria,Africa,184.857,24.0,0.538,6.429,22369.0
2021-05-16,Algeria,Africa,172.429,22.0,0.493,6.571,22369.0
2021-05-17,Algeria,Africa,171.0,22.0,0.493,6.571,22369.0
2021-05-18,Algeria,Africa,172.857,21.0,0.471,6.429,22369.0
2021-05-19,Algeria,Africa,173.429,19.0,0.426,6.429,22369.0
2021-05-20,Algeria,Africa,181.0,22.0,0.493,6.571,22369.0
2021-05-21,Algeria,Africa,196.429,21.0,0.471,6.429,22369.0
2021-05-22,Algeria,Africa,208.143,18.0,0.403,6.429,22369.0
2021-05-23,Algeria,Africa,221.286,15.0,0.336,6.286,22369.0
2021-05-24,Algeria,Africa,231.714,20.0,0.448,6.429,22369.0
2021-05-25,Algeria,Africa,238.286,20.0,0.448,6.429,22369.0
2021-05-26,Algeria,Africa,250.0,19.0,0.426,6.429,22369.0
2021-05-27,Algeria,Africa,252.857,24.0,0.538,6.714,22369.0
2021-05-28,Algeria,Africa,252.0,26.0,0.583,7.143,22369.0
2021-05-29,Algeria,Africa,257.857,28.0,0.628,7.0,22369.0
2021-05-30,Algeria,Africa,266.429,22.0,0.493,6.714,22369.0
2021-05-31,Algeria,Africa,258.0,19.0,0.426,6.571,22369.0
2021-06-01,Algeria,Africa,265.286,23.0,0.516,6.714,22369.0
2021-06-02,Algeria,Africa,284.857,22.0,0.493,7.143,22369.0
2021-06-03,Algeria,Africa,292.857,23.0,0.516,7.0,22369.0
2021-06-04,Algeria,Africa,309.0,25.0,0.56,7.0,22369.0
2021-06-05,Algeria,Africa,317.857,24.0,0.538,7.143,22369.0
2021-06-06,Algeria,Africa,319.0,19.0,0.426,7.571,22369.0
2021-06-07,Algeria,Africa,338.571,20.0,0.448,7.857,22369.0
2021-06-08,Algeria,Africa,347.0,25.0,0.56,8.143,22369.0
2021-06-09,Algeria,Africa,342.0,27.0,0.605,7.714,22369.0
2021-06-10,Algeria,Africa,339.857,26.0,0.583,7.857,22369.0
2021-06-11,Algeria,Africa,338.0,25.0,0.56,8.0,22369.0
2021-06-12,Algeria,Africa,341.286,28.0,0.628,7.857,22369.0
2021-06-13,Algeria,Africa,347.143,28.0,0.628,7.571,22369.0
2021-06-14,Algeria,Africa,351.286,30.0,0.672,7.429,22369.0
2021-06-15,Algeria,Africa,352.571,31.0,0.695,7.286,22369.0
2021-06-16,Algeria,Africa,346.286,26.0,0.583,7.714,22369.0
2021-06-18,Algeria,Africa,356.0,23.0,0.516,7.857,22369.0
2021-06-19,Algeria,Africa,359.429,34.0,0.762,8.429,22369.0
2021-06-20,Algeria,Africa,347.571,29.0,0.65,8.571,22369.0
2021-06-21,Algeria,Africa,364.571,30.0,0.672,8.857,22369.0
2021-06-22,Algeria,Africa,366.286,30.0,0.672,8.857,22369.0
2021-06-23,Algeria,Africa,370.143,28.0,0.628,8.857,22369.0
2021-06-24,Algeria,Africa,366.143,24.0,0.538,9.143,22369.0
2021-06-26,Algeria,Africa,361.0,21.0,0.471,8.714,22369.0
2021-06-27,Algeria,Africa,377.714,19.0,0.426,8.857,22369.0
2021-06-28,Algeria,Africa,363.714,23.0,0.516,8.286,22369.0
2021-06-29,Algeria,Africa,364.286,27.0,0.605,8.286,22369.0
2021-06-30,Algeria,Africa,368.143,32.0,0.717,8.0,22369.0
2021-07-01,Algeria,Africa,381.714,28.0,0.628,8.143,22369.0
2021-07-02,Algeria,Africa,396.857,29.0,0.65,8.143,22369.0
2021-07-03,Algeria,Africa,413.429,29.0,0.65,8.571,22369.0
2021-07-04,Algeria,Africa,429.429,33.0,0.74,8.857,22369.0
2021-07-05,Algeria,Africa,446.571,34.0,0.762,9.429,22369.0
2021-07-06,Algeria,Africa,459.714,29.0,0.65,9.571,22369.0
2021-07-07,Algeria,Africa,486.571,29.0,0.65,10.0,22369.0
2021-07-08,Algeria,Africa,511.0,45.0,1.009,10.286,22369.0
2021-07-09,Algeria,Africa,561.857,44.0,0.986,10.857,22369.0
2021-07-10,Algeria,Africa,612.714,49.0,1.098,11.286,22369.0
2021-07-11,Algeria,Africa,656.143,39.0,0.874,11.571,22369.0
2021-07-12,Algeria,Africa,710.857,36.0,0.807,12.286,22369.0
2021-07-13,Algeria,Africa,776.571,36.0,0.807,13.143,22369.0
2021-07-14,Algeria,Africa,823.571,51.0,1.143,13.714,22369.0
2021-07-15,Algeria,Africa,893.429,49.0,1.098,13.857,22369.0
2021-07-16,Algeria,Africa,945.714,42.0,0.941,14.143,22369.0
2021-07-17,Algeria,Africa,987.714,47.0,1.053,14.0,22369.0
2021-07-18,Algeria,Africa,1035.0,45.0,1.009,14.571,22369.0
2021-07-19,Algeria,Africa,1077.714,46.0,1.031,15.0,22369.0
2021-07-20,Algeria,Africa,1128.714,45.0,1.009,16.0,22369.0
2021-07-21,Algeria,Africa,1172.571,43.0,0.964,16.0,22369.0
2021-07-22,Algeria,Africa,1186.714,46.0,1.031,16.143,22369.0
2021-07-23,Algeria,Africa,1208.571,42.0,0.941,16.571,22369.0
2021-07-24,Algeria,Africa,1236.857,51.0,1.143,17.143,22369.0
2021-07-25,Algeria,Africa,1263.714,45.0,1.009,17.857,22369.0
2021-07-26,Algeria,Africa,1310.571,41.0,0.919,18.714,22369.0
2021-07-27,Algeria,Africa,1345.714,36.0,0.807,19.0,22369.0
2021-07-28,Algeria,Africa,1446.571,36.0,0.807,23.857,22369.0
2021-07-29,Algeria,Africa,1493.571,37.0,0.829,25.857,22369.0
2021-07-30,Algeria,Africa,1518.0,52.0,1.165,27.571,22369.0
2021-07-31,Algeria,Africa,1503.429,47.0,1.053,30.286,22369.0
2021-08-01,Algeria,Africa,1487.0,38.0,0.852,32.571,22369.0
2021-08-02,Algeria,Africa,1466.0,29.0,0.65,34.571,22369.0
2021-08-03,Algeria,Africa,1432.143,29.0,0.65,36.857,22369.0
2021-08-04,Algeria,Africa,1370.429,37.0,0.829,34.714,22369.0
2021-08-05,Algeria,Africa,1335.0,35.0,0.784,36.0,22369.0
2021-08-06,Algeria,Africa,1289.571,52.0,1.165,38.286,22369.0
2021-08-07,Algeria,Africa,1280.571,52.0,1.165,38.0,22369.0
2021-08-08,Algeria,Africa,1258.857,48.0,1.076,37.0,22369.0
2021-08-09,Algeria,Africa,1206.571,43.0,0.964,35.571,22369.0
2021-08-10,Algeria,Africa,1159.714,32.0,0.717,35.429,22369.0
2021-08-11,Algeria,Africa,1066.714,31.0,0.695,35.714,22369.0
2021-08-12,Algeria,Africa,1004.143,38.0,0.852,36.286,22369.0
2021-08-13,Algeria,Africa,955.143,31.0,0.695,34.714,22369.0
2021-08-14,Algeria,Africa,899.857,36.0,0.807,35.143,22369.0
2021-08-15,Algeria,Africa,840.286,31.0,0.695,34.857,22369.0
2021-08-16,Algeria,Africa,800.0,33.0,0.74,36.0,22369.0
2021-08-17,Algeria,Africa,759.429,40.0,0.897,35.571,22369.0
2021-08-18,Algeria,Africa,741.857,30.0,0.672,34.857,22369.0
2021-08-19,Algeria,Africa,719.429,33.0,0.74,33.429,22369.0
2021-08-20,Algeria,Africa,679.143,32.0,0.717,32.429,22369.0
2021-08-21,Algeria,Africa,645.143,39.0,0.874,31.143,55877.0
2021-08-22,Algeria,Africa,617.857,37.0,0.829,30.0,89385.0
2021-08-23,Algeria,Africa,588.714,38.0,0.852,29.143,122894.0
2021-08-24,Algeria,Africa,566.143,38.0,0.852,28.0,156402.0
2021-08-25,Algeria,Africa,541.0,36.0,0.807,28.286,189911.0
2021-08-26,Algeria,Africa,513.714,33.0,0.74,27.429,223419.0
2021-08-27,Algeria,Africa,504.286,36.0,0.807,27.286,256927.0
2021-08-28,Algeria,Africa,500.0,37.0,0.829,27.857,256927.0
2021-08-29,Algeria,Africa,511.286,39.0,0.874,29.286,256927.0
2021-08-30,Algeria,Africa,497.857,41.0,0.919,29.429,256927.0
2021-08-31,Algeria,Africa,493.429,35.0,0.784,29.429,256927.0
2021-09-01,Algeria,Africa,479.429,35.0,0.784,29.429,256927.0
2021-09-02,Algeria,Africa,463.0,42.0,0.941,31.143,256927.0
2021-09-03,Algeria,Africa,446.0,42.0,0.941,32.143,256927.0
2021-09-04,Algeria,Africa,426.857,44.0,0.986,31.429,256927.0
2021-09-05,Algeria,Africa,406.0,39.0,0.874,30.143,255753.0
2021-09-06,Algeria,Africa,391.286,36.0,0.807,29.286,254579.0
2021-09-07,Algeria,Africa,366.429,38.0,0.852,28.857,253405.0
2021-09-08,Algeria,Africa,347.857,42.0,0.941,26.714,252230.0
2021-09-09,Algeria,Africa,337.143,37.0,0.829,25.714,251056.0
2021-09-10,Algeria,Africa,321.714,34.0,0.762,23.714,249882.0
2021-09-11,Algeria,Africa,309.0,28.0,0.628,22.714,248708.0
2021-09-12,Algeria,Africa,294.857,33.0,0.74,22.571,248708.0
2021-09-13,Algeria,Africa,284.0,29.0,0.65,21.571,213841.0
2021-09-14,Algeria,Africa,269.0,31.0,0.695,20.429,178974.0
2021-09-15,Algeria,Africa,258.286,20.0,0.448,20.143,144107.0
2021-09-16,Algeria,Africa,244.857,24.0,0.538,18.857,109240.0
2021-09-17,Algeria,Africa,237.714,25.0,0.56,18.714,74373.0
2021-09-18,Algeria,Africa,229.0,28.0,0.628,17.571,39507.0
2021-09-19,Algeria,Africa,218.857,21.0,0.471,16.571,4640.0
2021-09-20,Algeria,Africa,209.286,22.0,0.493,16.143,4640.0
2021-09-21,Algeria,Africa,202.857,23.0,0.516,15.857,4640.0
2021-09-22,Algeria,Africa,193.143,27.0,0.605,15.571,4640.0
2021-09-23,Algeria,Africa,184.857,21.0,0.471,13.857,4640.0
2021-09-24,Algeria,Africa,175.0,20.0,0.448,12.571,4640.0
2021-09-25,Algeria,Africa,164.143,13.0,0.291,12.286,4640.0
2021-09-26,Algeria,Africa,160.286,18.0,0.403,11.857,9055.0
2021-09-27,Algeria,Africa,158.714,18.0,0.403,11.0,13469.0
2021-09-28,Algeria,Africa,156.714,14.0,0.314,10.286,17884.0
2021-09-29,Algeria,Africa,153.714,15.0,0.336,9.429,22299.0
2021-09-30,Algeria,Africa,153.714,15.0,0.336,9.143,26714.0
2021-10-01,Algeria,Africa,152.571,15.0,0.336,8.143,31129.0
2021-10-02,Algeria,Africa,154.714,15.0,0.336,7.429,35543.0
2021-10-03,Algeria,Africa,152.429,18.0,0.403,6.429,35543.0
2021-10-04,Algeria,Africa,148.286,16.0,0.359,5.714,35543.0
2021-10-05,Algeria,Africa,143.0,15.0,0.336,4.857,35543.0
2021-10-06,Algeria,Africa,139.0,18.0,0.403,4.714,35543.0
2021-10-07,Algeria,Africa,131.0,20.0,0.448,4.429,35543.0
2021-10-08,Algeria,Africa,124.429,14.0,0.314,4.429,35543.0
2021-10-09,Algeria,Africa,119.0,13.0,0.291,4.429,35543.0
2021-10-10,Algeria,Africa,115.429,15.0,0.336,4.429,35543.0
2021-10-11,Algeria,Africa,111.429,14.0,0.314,4.143,35543.0
2021-10-12,Algeria,Africa,106.286,13.0,0.291,4.0,35543.0
2021-10-13,Algeria,Africa,104.143,11.0,0.247,3.429,35543.0
2021-10-14,Algeria,Africa,104.143,12.0,0.269,3.0,35543.0
2021-10-15,Algeria,Africa,102.571,13.0,0.291,3.0,35543.0
2021-10-16,Algeria,Africa,101.286,13.0,0.291,2.857,35543.0
2021-10-17,Algeria,Africa,98.429,13.0,0.291,2.714,35543.0
2021-10-18,Algeria,Africa,95.571,11.0,0.247,2.571,35543.0
2021-10-19,Algeria,Africa,94.714,16.0,0.359,2.286,35543.0
2021-10-20,Algeria,Africa,89.857,17.0,0.381,2.286,35543.0
2021-10-21,Algeria,Africa,84.857,16.0,0.359,2.429,35543.0
2021-10-22,Algeria,Africa,82.429,13.0,0.291,2.286,35543.0
2021-10-23,Algeria,Africa,78.714,16.0,0.359,2.286,35543.0
2021-10-24,Algeria,Africa,76.571,16.0,0.359,2.571,35543.0
2021-10-25,Algeria,Africa,77.0,11.0,0.247,3.0,33703.0
2021-10-26,Algeria,Africa,76.714,10.0,0.224,3.429,31863.0
2021-10-27,Algeria,Africa,77.143,15.0,0.336,3.714,30022.0
2021-10-28,Algeria,Africa,80.143,14.0,0.314,3.714,26403.0
2021-10-29,Algeria,Africa,83.857,10.0,0.224,4.286,22784.0
2021-10-30,Algeria,Africa,86.857,9.0,0.202,4.571,19165.0
2021-10-31,Algeria,Africa,90.0,11.0,0.247,4.286,18467.0
2021-11-01,Algeria,Africa,94.714,14.0,0.314,4.286,19609.0
2021-11-02,Algeria,Africa,94.143,15.0,0.336,4.0,20751.0
2021-11-03,Algeria,Africa,97.857,16.0,0.359,3.857,18581.0
2021-11-04,Algeria,Africa,102.571,18.0,0.403,4.143,18189.0
2021-11-05,Algeria,Africa,103.571,16.0,0.359,3.714,17796.0
2021-11-06,Algeria,Africa,103.0,20.0,0.448,3.286,17404.0
2021-11-07,Algeria,Africa,100.571,15.0,0.336,3.571,14091.0
2021-11-08,Algeria,Africa,98.286,15.0,0.336,3.714,10779.0
2021-11-09,Algeria,Africa,105.143,16.0,0.359,3.857,8134.0
2021-11-10,Algeria,Africa,107.857,19.0,0.426,4.143,8801.0
2021-11-11,Algeria,Africa,106.571,25.0,0.56,4.286,9469.0
2021-11-12,Algeria,Africa,109.857,16.0,0.359,4.571,10137.0
2021-11-13,Algeria,Africa,113.429,19.0,0.426,5.143,10805.0
2021-11-14,Algeria,Africa,116.286,18.0,0.403,5.571,21027.0
2021-11-15,Algeria,Africa,121.429,22.0,0.493,5.857,31249.0
2021-11-16,Algeria,Africa,122.857,19.0,0.426,6.143,40803.0
2021-11-17,Algeria,Africa,124.429,20.0,0.448,6.429,50357.0
2021-11-18,Algeria,Africa,129.714,22.0,0.493,6.143,59911.0
2021-11-19,Algeria,Africa,133.0,22.0,0.493,6.286,69466.0
2021-11-20,Algeria,Africa,138.0,24.0,0.538,5.714,79020.0
2021-11-21,Algeria,Africa,140.286,23.0,0.516,5.286,79020.0
2021-11-22,Algeria,Africa,143.857,22.0,0.493,5.0,71092.0
2021-11-23,Algeria,Africa,148.286,21.0,0.471,4.714,61916.0
2021-11-24,Algeria,Africa,154.714,18.0,0.403,4.286,52741.0
2021-11-25,Algeria,Africa,156.0,22.0,0.493,4.571,43565.0
2021-11-26,Algeria,Africa,160.286,23.0,0.516,4.429,34739.0
2021-11-27,Algeria,Africa,163.0,21.0,0.471,5.0,25914.0
2021-11-28,Algeria,Africa,171.429,20.0,0.448,5.286,17088.0
2021-11-29,Algeria,Africa,176.143,17.0,0.381,5.429,16190.0
2021-11-30,Algeria,Africa,178.286,14.0,0.314,5.857,35110.0
2021-12-01,Algeria,Africa,180.0,16.0,0.359,5.857,34469.0
2021-12-02,Algeria,Africa,185.286,15.0,0.336,6.0,33828.0
2021-12-03,Algeria,Africa,185.0,15.0,0.336,6.143,32838.0
2021-12-04,Algeria,Africa,188.143,15.0,0.336,6.286,31847.0
2021-12-05,Algeria,Africa,188.143,16.0,0.359,6.429,30856.0
2021-12-06,Algeria,Africa,188.286,14.0,0.314,6.714,29865.0
2021-12-07,Algeria,Africa,189.714,20.0,0.448,6.143,10305.0
2021-12-08,Algeria,Africa,189.143,19.0,0.426,6.571,10305.0
2021-12-09,Algeria,Africa,186.143,20.0,0.448,6.143,10305.0
2021-12-10,Algeria,Africa,188.857,22.0,0.493,6.143,10305.0
2021-12-11,Algeria,Africa,193.571,24.0,0.538,5.857,10305.0
2021-12-12,Algeria,Africa,197.0,28.0,0.628,6.0,10305.0
2021-12-13,Algeria,Africa,199.429,26.0,0.583,5.714,10305.0
2021-12-14,Algeria,Africa,204.143,28.0,0.628,5.857,10305.0
2021-12-15,Algeria,Africa,212.286,26.0,0.583,6.143,11037.0
2021-12-16,Algeria,Africa,217.286,30.0,0.672,6.429,11770.0
2021-12-17,Algeria,Africa,230.0,27.0,0.605,6.143,12503.0
2021-12-18,Algeria,Africa,239.714,24.0,0.538,6.143,13235.0
2021-12-19,Algeria,Africa,249.143,21.0,0.471,5.571,13968.0
2021-12-20,Algeria,Africa,253.857,22.0,0.493,5.571,14700.0
2021-12-21,Algeria,Africa,265.286,21.0,0.471,6.143,15433.0
2021-12-22,Algeria,Africa,271.0,26.0,0.583,5.714,16455.0
2021-12-23,Algeria,Africa,282.571,30.0,0.672,6.0,17478.0
2021-12-24,Algeria,Africa,293.429,34.0,0.762,6.714,18500.0
2021-12-25,Algeria,Africa,292.286,36.0,0.807,7.0,19522.0
2021-12-26,Algeria,Africa,292.143,38.0,0.852,7.714,20544.0
2021-12-27,Algeria,Africa,299.286,34.0,0.762,8.0,21567.0
2021-12-28,Algeria,Africa,302.857,27.0,0.605,8.0,22589.0
2021-12-29,Algeria,Africa,316.714,28.0,0.628,8.286,22589.0
2021-12-30,Algeria,Africa,330.571,27.0,0.605,8.286,22589.0
2021-12-31,Algeria,Africa,333.429,26.0,0.583,7.714,22589.0
2022-01-01,Algeria,Africa,348.857,27.0,0.605,7.857,22589.0
2022-01-02,Algeria,Africa,360.286,30.0,0.672,7.571,22589.0
2022-01-03,Algeria,Africa,371.714,34.0,0.762,7.429,22589.0
2022-01-04,Algeria,Africa,384.0,32.0,0.717,7.0,22589.0
2022-01-05,Algeria,Africa,395.429,33.0,0.74,6.714,22589.0
2022-01-06,Algeria,Africa,398.286,33.0,0.74,6.714,22589.0
2022-01-07,Algeria,Africa,412.0,31.0,0.695,7.0,22589.0
2022-01-08,Algeria,Africa,417.714,35.0,0.784,6.571,22589.0
2022-01-09,Algeria,Africa,428.286,33.0,0.74,6.857,22589.0
2022-01-10,Algeria,Africa,443.857,39.0,0.874,7.286,21679.0
2022-01-11,Algeria,Africa,463.286,37.0,0.829,8.571,20770.0
2022-01-12,Algeria,Africa,484.429,41.0,0.919,8.857,19860.0
2022-01-13,Algeria,Africa,508.286,41.0,0.919,9.286,18951.0
2022-01-14,Algeria,Africa,523.286,35.0,0.784,9.714,18041.0
2022-01-15,Algeria,Africa,534.571,32.0,0.717,10.571,17131.0
2022-01-16,Algeria,Africa,557.143,45.0,1.009,10.429,16222.0
2022-01-17,Algeria,Africa,587.143,40.0,0.897,10.571,16222.0
2022-01-18,Algeria,Africa,623.286,37.0,0.829,10.286,16222.0
2022-01-19,Algeria,Africa,730.286,39.0,0.874,10.143,16222.0
2022-01-20,Algeria,Africa,869.571,49.0,1.098,10.0,16222.0
2022-01-21,Algeria,Africa,1049.429,47.0,1.053,10.714,16222.0
2022-01-22,Algeria,Africa,1293.143,43.0,0.964,11.0,16222.0
2022-01-23,Algeria,Africa,1516.143,39.0,0.874,11.857,16222.0
2022-01-24,Algeria,Africa,1733.714,39.0,0.874,12.143,16222.0
2022-01-25,Algeria,Africa,1978.143,44.0,0.986,11.571,16222.0
2022-01-26,Algeria,Africa,2092.857,46.0,1.031,11.857,16222.0
2022-01-27,Algeria,Africa,2175.429,42.0,0.941,12.286,16222.0
2022-01-28,Algeria,Africa,2177.571,43.0,0.964,11.0,16222.0
2022-01-29,Algeria,Africa,2110.571,43.0,0.964,10.571,16222.0
2022-01-30,Algeria,Africa,2014.857,40.0,0.897,10.143,16222.0
2022-01-31,Algeria,Africa,1890.286,32.0,0.717,10.143,16222.0
2022-02-01,Algeria,Africa,1730.571,39.0,0.874,11.0,16222.0
2022-02-02,Algeria,Africa,1616.714,41.0,0.919,11.143,16222.0
2022-02-03,Algeria,Africa,1448.286,40.0,0.897,11.286,16222.0
2022-02-04,Algeria,Africa,1319.714,40.0,0.897,12.286,16222.0
2022-02-05,Algeria,Africa,1184.0,34.0,0.762,12.143,16222.0
2022-02-06,Algeria,Africa,1028.857,27.0,0.605,11.429,16222.0
2022-02-07,Algeria,Africa,908.714,34.0,0.762,10.714,16222.0
2022-02-08,Algeria,Africa,795.429,21.0,0.471,10.571,16222.0
2020-12-30,Argentina,South America,7151.857,3440.0,75.429,121.286,15656.0
2021-01-02,Argentina,South America,8081.0,3438.0,75.385,124.857,8776.0
2021-01-03,Argentina,South America,8203.0,3433.0,75.275,118.857,7400.0
2021-01-04,Argentina,South America,8346.714,3502.0,76.788,109.429,6483.0
2021-01-05,Argentina,South America,8652.429,3460.0,75.868,109.571,7984.0
2021-01-06,Argentina,South America,8891.857,3460.0,75.868,116.143,8173.0
2021-01-07,Argentina,South America,9213.143,3559.0,78.038,125.286,8363.0
2021-01-08,Argentina,South America,10536.857,3559.0,78.038,136.286,10519.0
2021-01-09,Argentina,South America,11367.857,3597.0,78.872,148.857,11942.0
2021-01-10,Argentina,South America,11642.714,3612.0,79.2,144.714,13365.0
2021-01-11,Argentina,South America,11711.571,3606.0,79.069,145.714,14788.0
2021-01-12,Argentina,South America,11710.571,3619.0,79.354,151.857,14056.0
2021-01-13,Argentina,South America,11608.286,3619.0,79.354,143.857,13323.0
2021-01-14,Argentina,South America,11529.857,3634.0,79.683,143.286,13320.0
2021-01-15,Argentina,South America,11385.0,3578.0,78.455,136.286,13317.0
2021-01-16,Argentina,South America,11081.429,3578.0,78.455,125.429,12971.0
2021-01-17,Argentina,South America,11003.714,3547.0,77.775,130.286,12624.0
2021-01-18,Argentina,South America,10929.571,3564.0,78.148,168.286,12278.0
2021-01-19,Argentina,South America,10695.0,3562.0,78.104,174.0,11932.0
2021-01-20,Argentina,South America,10607.429,3562.0,78.104,176.143,11586.0
2021-01-21,Argentina,South America,10337.429,3616.0,79.288,175.714,11704.0
2021-01-22,Argentina,South America,10111.857,3616.0,79.288,192.571,11263.0
2021-01-23,Argentina,South America,10030.429,3618.0,79.332,206.0,11124.0
2021-01-24,Argentina,South America,9711.429,3619.0,79.354,202.857,10342.0
2021-01-25,Argentina,South America,9624.714,3619.0,79.354,171.714,9046.0
2021-01-26,Argentina,South America,9377.286,3614.0,79.244,169.571,9626.0
2021-01-27,Argentina,South America,9196.0,3614.0,79.244,174.143,10014.0
2021-01-28,Argentina,South America,8921.0,3607.0,79.091,178.0,8896.0
2021-01-29,Argentina,South America,8790.286,3628.0,79.551,171.429,9205.0
2021-01-30,Argentina,South America,8581.714,3624.0,79.464,170.571,11189.0
