date,location,continent,new_cases_smoothed,icu_patients,icu_patients_per_million,new_deaths_smoothed,new_vaccinations_smoothed
2021-12-10,Ireland,Europe,4497.143,110.0,22.075,11.571,32858.0
2021-12-11,Ireland,Europe,4266.0,111.0,22.276,11.571,33484.0
2021-12-12,Ireland,Europe,4196.143,109.0,21.875,11.571,34919.0
2021-12-13,Ireland,Europe,4449.286,108.0,21.674,11.571,36217.0
2021-12-14,Ireland,Europe,4207.286,109.0,21.875,11.571,39779.0
2021-12-15,Ireland,Europe,4222.143,105.0,21.072,6.714,42653.0
2021-12-16,Ireland,Europe,4241.857,108.0,21.674,6.714,45593.0
2021-12-17,Ireland,Europe,4170.143,105.0,21.072,6.714,49296.0
2021-12-18,Ireland,Europe,4645.714,107.0,21.473,6.714,51847.0
2021-12-19,Ireland,Europe,4711.0,107.0,21.473,6.714,55822.0
2021-12-20,Ireland,Europe,4726.0,104.0,20.871,6.714,64503.0
2021-12-21,Ireland,Europe,4925.714,102.0,20.47,6.714,75514.0
2021-12-22,Ireland,Europe,5222.429,100.0,20.069,7.857,86334.0
2021-12-23,Ireland,Europe,5689.571,98.0,19.667,7.857,91389.0
2021-12-24,Ireland,Europe,6773.429,89.0,17.861,7.857,83083.0
2021-12-25,Ireland,Europe,7692.286,87.0,17.46,7.857,76169.0
2021-12-26,Ireland,Europe,8446.571,91.0,18.262,7.857,68181.0
2021-12-27,Ireland,Europe,8724.714,91.0,18.262,7.857,56705.0
2021-12-28,Ireland,Europe,9258.571,92.0,18.463,7.857,41294.0
2021-12-29,Ireland,Europe,10704.429,93.0,18.664,3.143,29888.0
2021-12-30,Ireland,Europe,12582.0,88.0,17.66,3.143,24071.0
2021-12-31,Ireland,Europe,13857.429,86.0,17.259,3.143,25516.0
2022-01-01,Ireland,Europe,15216.857,85.0,17.058,3.143,26815.0
2022-01-02,Ireland,Europe,13730.571,87.0,17.46,3.143,28887.0
2022-01-03,Ireland,Europe,17633.714,93.0,18.664,3.143,29928.0
2022-01-04,Ireland,Europe,19390.286,90.0,18.062,3.143,31258.0
2022-01-05,Ireland,Europe,19565.714,94.0,18.865,5.714,29620.0
2022-01-06,Ireland,Europe,20031.857,90.0,18.062,5.714,27073.0
2022-01-07,Ireland,Europe,20291.286,84.0,16.858,5.714,29281.0
2022-01-08,Ireland,Europe,20697.143,83.0,16.657,5.714,31600.0
2022-01-09,Ireland,Europe,23752.0,83.0,16.657,5.714,32064.0
2022-01-10,Ireland,Europe,18886.714,89.0,17.861,5.714,32168.0
2022-01-11,Ireland,Europe,22014.857,92.0,18.463,5.714,31612.0
2022-01-12,Ireland,Europe,22479.571,92.0,18.463,11.857,30167.0
2022-01-13,Ireland,Europe,21777.714,92.0,18.463,11.857,28454.0
2022-01-14,Ireland,Europe,21083.286,83.0,16.657,11.857,28034.0
2022-01-15,Ireland,Europe,19430.857,89.0,17.861,11.857,27453.0
2022-01-16,Ireland,Europe,17912.143,88.0,17.66,11.857,26981.0
2022-01-17,Ireland,Europe,18816.286,97.0,19.467,11.857,25974.0
2022-01-18,Ireland,Europe,13468.857,93.0,18.664,11.857,24162.0
2022-01-19,Ireland,Europe,11459.429,90.0,18.062,7.429,21606.0
2022-01-20,Ireland,Europe,9547.857,90.0,18.062,7.429,19007.0
2022-01-21,Ireland,Europe,8052.429,88.0,17.66,7.429,16065.0
2022-01-22,Ireland,Europe,6928.714,78.0,15.654,7.429,14592.0
2022-01-23,Ireland,Europe,6068.429,79.0,15.854,7.429,13536.0
2022-01-24,Ireland,Europe,5691.714,76.0,15.252,7.429,12280.0
2022-01-25,Ireland,Europe,5440.143,79.0,15.854,7.429,11104.0
2022-01-26,Ireland,Europe,5263.286,74.0,14.851,7.0,10067.0
2022-01-27,Ireland,Europe,5226.429,71.0,14.249,7.0,9069.0
2022-01-28,Ireland,Europe,5013.857,69.0,13.847,7.0,8706.0
2022-01-29,Ireland,Europe,4058.286,66.0,13.245,7.0,8516.0
2022-01-30,Ireland,Europe,3382.429,74.0,14.851,7.0,9064.0
2022-01-31,Ireland,Europe,4764.0,75.0,15.051,7.0,8876.0
2022-02-01,Ireland,Europe,4792.857,66.0,13.245,7.0,8775.0
2022-02-02,Ireland,Europe,4840.714,65.0,13.045,13.143,8871.0
2022-02-03,Ireland,Europe,4954.429,63.0,12.643,13.143,8972.0
2022-02-04,Ireland,Europe,5181.286,66.0,13.245,13.143,9286.0
2022-02-05,Ireland,Europe,5181.286,67.0,13.446,13.143,9522.0
2022-02-06,Ireland,Europe,5181.286,73.0,14.65,13.143,9565.0
2020-12-20,Israel,Asia,2512.0,146.0,15.714,14.286,7388.0
2020-12-21,Israel,Asia,2679.0,151.0,16.252,15.286,16152.0
2020-12-22,Israel,Asia,3122.429,148.0,15.929,17.429,25650.0
2020-12-23,Israel,Asia,2854.286,148.0,15.929,16.571,34962.0
2020-12-24,Israel,Asia,3100.429,153.0,16.468,17.286,42651.0
2020-12-25,Israel,Asia,3462.714,174.0,18.728,18.429,41959.0
2020-12-26,Israel,Asia,3682.571,167.0,17.974,19.429,40623.0
2020-12-27,Israel,Asia,3815.714,184.0,19.804,18.143,54501.0
2020-12-28,Israel,Asia,4146.571,186.0,20.019,20.714,70224.0
2020-12-29,Israel,Asia,4273.0,200.0,21.526,22.286,86166.0
2020-12-30,Israel,Asia,4508.857,205.0,22.064,22.429,99050.0
2020-12-31,Israel,Asia,4797.714,221.0,23.786,22.0,111206.0
2021-01-01,Israel,Asia,4874.143,225.0,24.217,24.286,115905.0
2021-01-02,Israel,Asia,5162.143,219.0,23.571,26.0,121490.0
2021-01-03,Israel,Asia,5724.571,255.0,27.446,27.143,127940.0
2021-01-04,Israel,Asia,5841.143,260.0,27.984,27.0,130389.0
2021-01-05,Israel,Asia,6248.714,273.0,29.383,29.143,125945.0
2021-01-06,Israel,Asia,6694.857,273.0,29.383,31.714,118830.0
2021-01-07,Israel,Asia,6826.571,280.0,30.137,32.429,112755.0
2021-01-08,Israel,Asia,6978.143,292.0,31.428,34.286,112043.0
2021-01-09,Israel,Asia,7233.571,295.0,31.751,36.143,108163.0
2021-01-10,Israel,Asia,7111.0,303.0,32.612,36.429,93010.0
2021-01-11,Israel,Asia,7557.143,318.0,34.227,37.0,77048.0
2021-01-12,Israel,Asia,7703.429,314.0,33.796,39.286,67700.0
2021-01-13,Israel,Asia,8087.429,317.0,34.119,41.143,68500.0
2021-01-14,Israel,Asia,8395.143,329.0,35.411,45.429,69823.0
2021-01-15,Israel,Asia,8241.714,324.0,34.872,44.857,69858.0
2021-01-16,Israel,Asia,8295.0,316.0,34.011,44.857,71416.0
2021-01-17,Israel,Asia,8624.286,341.0,36.702,47.714,87038.0
2021-01-18,Israel,Asia,8168.0,345.0,37.133,48.571,108431.0
2021-01-19,Israel,Asia,7938.0,364.0,39.178,44.143,129995.0
2021-01-20,Israel,Asia,7968.857,374.0,40.254,52.0,145947.0
2021-01-21,Israel,Asia,7579.286,387.0,41.653,53.571,161529.0
2021-01-22,Israel,Asia,7711.286,395.0,42.514,50.857,167574.0
2021-01-23,Israel,Asia,7208.857,406.0,43.698,54.571,173012.0
2021-01-24,Israel,Asia,6530.571,396.0,42.622,59.143,181123.0
2021-01-25,Israel,Asia,6117.143,392.0,42.191,64.857,185437.0
2021-01-26,Israel,Asia,6289.571,401.0,43.16,61.857,184639.0
2021-01-27,Israel,Asia,6535.429,396.0,42.622,60.571,182123.0
2021-01-28,Israel,Asia,6575.143,401.0,43.16,60.571,178661.0
2021-01-29,Israel,Asia,6423.286,420.0,45.205,62.0,177580.0
2021-01-30,Israel,Asia,6404.0,388.0,41.761,56.714,175238.0
2021-01-31,Israel,Asia,6576.0,394.0,42.407,53.857,164243.0
2021-02-01,Israel,Asia,7311.0,398.0,42.837,45.429,149591.0
2021-02-02,Israel,Asia,7188.857,412.0,44.344,53.429,134739.0
2021-02-03,Israel,Asia,6754.857,402.0,43.268,49.0,121701.0
2021-02-04,Israel,Asia,6674.714,393.0,42.299,47.429,110352.0
2021-02-05,Israel,Asia,6695.0,393.0,42.299,45.714,104819.0
2021-02-06,Israel,Asia,6684.857,408.0,43.913,47.571,100061.0
2021-02-07,Israel,Asia,6952.286,410.0,44.129,46.429,98629.0
2021-02-08,Israel,Asia,6326.0,404.0,43.483,50.714,99523.0
2021-02-09,Israel,Asia,6248.714,388.0,41.761,47.0,104199.0
2021-02-10,Israel,Asia,5836.429,389.0,41.868,44.143,108643.0
2021-02-11,Israel,Asia,5599.143,374.0,40.254,40.286,111862.0
2021-02-12,Israel,Asia,5412.857,364.0,39.178,40.571,113854.0
2021-02-13,Israel,Asia,5180.429,375.0,40.362,40.0,115861.0
2021-02-14,Israel,Asia,4611.286,362.0,38.962,38.143,118885.0
2021-02-15,Israel,Asia,4823.571,373.0,40.146,34.714,123618.0
2021-02-16,Israel,Asia,4408.0,349.0,37.563,32.143,127590.0
2021-02-17,Israel,Asia,4128.571,357.0,38.424,30.857,126841.0
2021-02-18,Israel,Asia,3874.571,334.0,35.949,32.286,126219.0
2021-02-19,Israel,Asia,3681.0,344.0,37.025,31.714,126381.0
2021-02-20,Israel,Asia,3238.143,325.0,34.98,25.0,126736.0
2021-02-21,Israel,Asia,3666.143,320.0,34.442,27.0,128721.0
2021-02-22,Israel,Asia,3529.286,320.0,34.442,26.0,129925.0
2021-02-23,Israel,Asia,3571.0,305.0,32.827,27.571,127941.0
2021-02-24,Israel,Asia,3589.571,296.0,31.859,26.714,126026.0
2021-02-25,Israel,Asia,3684.571,293.0,31.536,25.429,121402.0
2021-02-26,Israel,Asia,3752.429,294.0,31.644,24.429,118564.0
2021-02-27,Israel,Asia,4117.429,293.0,31.536,29.429,115586.0
2021-02-28,Israel,Asia,3680.571,283.0,30.46,25.0,106781.0
2021-03-01,Israel,Asia,3565.714,267.0,28.737,23.429,98426.0
2021-03-02,Israel,Asia,3663.714,259.0,27.876,22.286,92449.0
2021-03-03,Israel,Asia,3675.571,253.0,27.231,20.429,90248.0
2021-03-04,Israel,Asia,3668.714,258.0,27.769,19.286,90576.0
2021-03-05,Israel,Asia,3669.286,258.0,27.769,19.571,90558.0
2021-03-06,Israel,Asia,3770.286,262.0,28.199,17.714,90060.0
2021-03-07,Israel,Asia,3681.143,264.0,28.415,19.857,91168.0
2021-03-08,Israel,Asia,3594.0,263.0,28.307,22.429,90238.0
2021-03-09,Israel,Asia,3292.0,253.0,27.231,20.429,89863.0
2021-03-10,Israel,Asia,3143.857,245.0,26.37,21.0,86040.0
2021-03-11,Israel,Asia,2977.571,253.0,27.231,20.714,82262.0
2021-03-12,Israel,Asia,2819.0,254.0,27.338,20.857,81530.0
2021-03-13,Israel,Asia,2581.714,258.0,27.769,18.857,81120.0
2021-03-14,Israel,Asia,2486.0,269.0,28.953,17.143,79823.0
2021-03-15,Israel,Asia,2256.714,255.0,27.446,16.143,79501.0
2021-03-16,Israel,Asia,2063.0,269.0,28.953,16.429,77627.0
2021-03-17,Israel,Asia,1812.286,254.0,27.338,15.286,76868.0
2021-03-18,Israel,Asia,1616.0,245.0,26.37,14.571,74268.0
2021-03-19,Israel,Asia,1487.286,238.0,25.616,13.286,71731.0
2021-03-20,Israel,Asia,1345.857,244.0,26.262,13.429,69921.0
2021-03-21,Israel,Asia,1256.429,247.0,26.585,11.571,64029.0
2021-03-22,Israel,Asia,1121.571,242.0,26.047,11.286,57701.0
2021-03-23,Israel,Asia,998.0,245.0,26.37,10.571,46258.0
2021-03-24,Israel,Asia,835.714,233.0,25.078,13.857,43523.0
2021-03-25,Israel,Asia,754.714,243.0,26.154,13.429,39453.0
2021-03-26,Israel,Asia,682.0,232.0,24.97,13.143,36965.0
2021-03-27,Israel,Asia,594.714,227.0,24.432,11.857,34899.0
2021-03-28,Israel,Asia,593.143,230.0,24.755,13.286,28196.0
2021-03-29,Israel,Asia,480.143,227.0,24.432,12.571,25740.0
2021-03-30,Israel,Asia,421.429,214.0,23.033,10.143,28623.0
2021-03-31,Israel,Asia,439.571,220.0,23.679,7.857,24347.0
2021-04-01,Israel,Asia,373.0,206.0,22.172,8.143,21659.0
2021-04-02,Israel,Asia,332.0,189.0,20.342,7.857,20737.0
2021-04-03,Israel,Asia,383.857,188.0,20.235,10.143,20499.0
2021-04-04,Israel,Asia,331.857,189.0,20.342,8.286,24174.0
2021-04-05,Israel,Asia,354.0,189.0,20.342,7.286,23415.0
2021-04-06,Israel,Asia,325.857,180.0,19.374,9.143,22770.0
2021-04-07,Israel,Asia,301.571,167.0,17.974,8.143,22281.0
2021-04-08,Israel,Asia,290.0,160.0,17.221,8.429,22216.0
2021-04-09,Israel,Asia,281.0,159.0,17.113,8.571,22039.0
2021-04-10,Israel,Asia,249.0,151.0,16.252,8.0,22147.0
2021-04-11,Israel,Asia,240.857,151.0,16.252,7.571,20835.0
2021-04-12,Israel,Asia,222.143,140.0,15.068,8.0,19485.0
2021-04-13,Israel,Asia,202.0,127.0,13.669,7.429,17341.0
2021-04-14,Israel,Asia,196.286,125.0,13.454,6.571,15160.0
2021-04-15,Israel,Asia,202.286,120.0,12.916,5.143,11570.0
2021-04-16,Israel,Asia,180.286,120.0,12.916,5.143,11602.0
2021-04-17,Israel,Asia,152.857,115.0,12.378,5.571,11266.0
2021-04-18,Israel,Asia,159.143,110.0,11.839,5.571,10018.0
2021-04-19,Israel,Asia,151.429,104.0,11.194,5.286,8785.0
2021-04-20,Israel,Asia,146.143,100.0,10.763,5.143,9123.0
2021-04-21,Israel,Asia,128.857,97.0,10.44,4.857,9768.0
2021-04-22,Israel,Asia,129.286,95.0,10.225,4.429,11532.0
2021-04-23,Israel,Asia,136.571,90.0,9.687,4.286,10975.0
2021-04-24,Israel,Asia,155.857,89.0,9.579,2.714,10869.0
2021-04-25,Israel,Asia,139.571,87.0,9.364,2.429,10472.0
2021-04-26,Israel,Asia,127.0,79.0,8.503,1.714,10449.0
2021-04-27,Israel,Asia,122.857,74.0,7.965,2.0,10162.0
2021-04-28,Israel,Asia,118.714,74.0,7.965,2.143,9926.0
2021-04-29,Israel,Asia,85.714,64.0,6.888,2.286,9643.0
2021-04-30,Israel,Asia,84.143,64.0,6.888,2.429,9495.0
2021-05-01,Israel,Asia,72.429,65.0,6.996,1.857,9396.0
2021-05-02,Israel,Asia,75.714,60.0,6.458,2.0,9048.0
2021-05-03,Israel,Asia,73.429,63.0,6.781,2.0,8477.0
2021-05-04,Israel,Asia,68.571,55.0,5.92,1.429,8075.0
2021-05-05,Israel,Asia,63.429,55.0,5.92,1.286,7442.0
2021-05-06,Israel,Asia,60.143,53.0,5.704,1.714,6744.0
2021-05-07,Israel,Asia,53.857,50.0,5.382,1.714,6631.0
2021-05-08,Israel,Asia,57.857,49.0,5.274,1.857,6544.0
2021-05-09,Israel,Asia,48.571,49.0,5.274,1.571,6299.0
2021-05-10,Israel,Asia,48.0,46.0,4.951,1.571,6048.0
2021-05-11,Israel,Asia,43.286,44.0,4.736,1.286,5786.0
2021-05-12,Israel,Asia,37.571,42.0,4.521,1.286,5497.0
2021-05-13,Israel,Asia,33.0,40.0,4.305,0.714,5348.0
2021-05-14,Israel,Asia,31.571,40.0,4.305,0.714,5084.0
2021-05-15,Israel,Asia,33.143,40.0,4.305,0.714,5049.0
2021-05-16,Israel,Asia,32.143,41.0,4.413,0.714,4212.0
2021-05-17,Israel,Asia,28.857,40.0,4.305,1.571,3292.0
2021-05-18,Israel,Asia,23.857,38.0,4.09,2.0,3352.0
2021-05-19,Israel,Asia,27.286,38.0,4.09,2.286,3626.0
2021-05-20,Israel,Asia,29.143,40.0,4.305,2.429,3696.0
2021-05-21,Israel,Asia,30.143,38.0,4.09,2.429,3714.0
2021-05-22,Israel,Asia,27.143,39.0,4.198,2.286,3729.0
2021-05-23,Israel,Asia,28.571,39.0,4.198,3.143,4267.0
2021-05-24,Israel,Asia,29.714,38.0,4.09,2.429,4920.0
2021-05-25,Israel,Asia,31.714,37.0,3.982,2.0,4565.0
2021-05-26,Israel,Asia,26.714,35.0,3.767,1.571,4086.0
2021-05-27,Israel,Asia,22.429,33.0,3.552,1.429,3918.0
2021-05-28,Israel,Asia,20.429,33.0,3.552,1.429,3860.0
2021-05-29,Israel,Asia,20.714,32.0,3.444,1.429,3831.0
2021-05-30,Israel,Asia,19.857,31.0,3.337,1.0,3557.0
2021-05-31,Israel,Asia,15.429,32.0,3.444,0.857,3283.0
2021-06-01,Israel,Asia,17.429,30.0,3.229,1.0,3108.0
2021-06-02,Israel,Asia,15.571,27.0,2.906,1.286,2995.0
2021-06-03,Israel,Asia,16.0,27.0,2.906,1.429,2729.0
2021-06-04,Israel,Asia,15.143,26.0,2.798,1.429,2684.0
2021-06-05,Israel,Asia,16.143,25.0,2.691,1.571,2674.0
2021-06-06,Israel,Asia,16.143,25.0,2.691,1.0,2918.0
2021-06-07,Israel,Asia,15.714,22.0,2.368,0.857,3122.0
2021-06-08,Israel,Asia,10.571,21.0,2.26,0.714,3366.0
2021-06-09,Israel,Asia,9.714,21.0,2.26,0.429,3623.0
2021-06-10,Israel,Asia,14.0,22.0,2.368,1.714,3834.0
2021-06-11,Israel,Asia,16.286,22.0,2.368,1.571,3850.0
2021-06-12,Israel,Asia,13.571,21.0,2.26,1.429,3855.0
2021-06-13,Israel,Asia,13.571,20.0,2.153,1.714,3723.0
2021-06-14,Israel,Asia,15.0,20.0,2.153,1.429,3629.0
2021-06-15,Israel,Asia,16.571,18.0,1.937,1.429,3574.0
2021-06-16,Israel,Asia,19.286,16.0,1.722,1.429,3403.0
2021-06-17,Israel,Asia,16.714,17.0,1.83,-0.143,3300.0
2021-06-18,Israel,Asia,16.571,17.0,1.83,-0.143,3269.0
2021-06-19,Israel,Asia,24.143,17.0,1.83,-0.143,3268.0
2021-06-20,Israel,Asia,28.714,17.0,1.83,-0.429,3307.0
2021-06-21,Israel,Asia,42.857,18.0,1.937,-0.143,3575.0
2021-06-22,Israel,Asia,54.0,18.0,1.937,0.0,4075.0
2021-06-23,Israel,Asia,72.143,18.0,1.937,0.0,5262.0
2021-06-24,Israel,Asia,99.571,15.0,1.614,0.286,6629.0
2021-06-25,Israel,Asia,124.143,16.0,1.722,0.286,7525.0
2021-06-26,Israel,Asia,141.857,17.0,1.83,0.286,7824.0
2021-06-27,Israel,Asia,145.857,16.0,1.722,0.286,9597.0
2021-06-28,Israel,Asia,172.286,16.0,1.722,0.286,11273.0
2021-06-29,Israel,Asia,201.0,16.0,1.722,0.143,13047.0
2021-06-30,Israel,Asia,221.714,13.0,1.399,0.143,14167.0
2021-07-01,Israel,Asia,231.857,15.0,1.614,0.0,15125.0
2021-07-02,Israel,Asia,247.571,14.0,1.507,0.0,15610.0
2021-07-03,Israel,Asia,260.714,14.0,1.507,0.0,15681.0
2021-07-04,Israel,Asia,297.286,14.0,1.507,-0.143,16229.0
2021-07-05,Israel,Asia,324.143,15.0,1.614,0.0,16615.0
2021-07-06,Israel,Asia,343.714,15.0,1.614,0.0,16732.0
2021-07-07,Israel,Asia,371.571,16.0,1.722,0.0,16497.0
2021-07-08,Israel,Asia,417.429,15.0,1.614,0.429,16391.0
2021-07-09,Israel,Asia,429.714,16.0,1.722,0.714,16566.0
2021-07-10,Israel,Asia,451.857,15.0,1.614,0.857,16908.0
2021-07-11,Israel,Asia,452.143,17.0,1.83,1.429,14540.0
2021-07-12,Israel,Asia,408.857,15.0,1.614,1.286,12433.0
2021-07-13,Israel,Asia,530.0,14.0,1.507,1.571,10616.0
2021-07-14,Israel,Asia,563.429,16.0,1.722,1.714,9541.0
2021-07-15,Israel,Asia,612.143,16.0,1.722,1.571,8568.0
2021-07-16,Israel,Asia,675.0,18.0,1.937,1.429,7792.0
2021-07-17,Israel,Asia,736.714,18.0,1.937,1.571,7277.0
2021-07-18,Israel,Asia,798.429,17.0,1.83,1.571,8384.0
2021-07-19,Israel,Asia,945.143,16.0,1.722,1.714,9648.0
2021-07-20,Israel,Asia,976.0,17.0,1.83,1.714,10564.0
2021-07-21,Israel,Asia,1032.857,18.0,1.937,1.857,11118.0
2021-07-22,Israel,Asia,1101.714,22.0,2.368,2.0,11671.0
2021-07-23,Israel,Asia,1124.714,22.0,2.368,1.857,12119.0
2021-07-24,Israel,Asia,1204.286,21.0,2.26,1.714,12170.0
2021-07-25,Israel,Asia,1275.571,22.0,2.368,1.571,13323.0
2021-07-26,Israel,Asia,1396.286,32.0,3.444,1.571,13894.0
2021-07-27,Israel,Asia,1496.857,32.0,3.444,1.286,14535.0
2021-07-28,Israel,Asia,1669.714,32.0,3.444,1.143,14851.0
2021-07-29,Israel,Asia,1725.286,29.0,3.121,1.286,15256.0
2021-07-30,Israel,Asia,1909.429,33.0,3.552,1.714,16293.0
2021-07-31,Israel,Asia,2088.571,35.0,3.767,2.143,17576.0
2021-08-01,Israel,Asia,2164.143,36.0,3.875,2.429,20054.0
2021-08-02,Israel,Asia,2419.0,44.0,4.736,3.714,26596.0
2021-08-03,Israel,Asia,2555.143,54.0,5.812,4.857,36055.0
2021-08-04,Israel,Asia,2646.571,58.0,6.243,5.857,46160.0
2021-08-05,Israel,Asia,3019.714,62.0,6.673,6.143,57182.0
2021-08-06,Israel,Asia,3108.857,65.0,6.996,6.714,61666.0
2021-08-07,Israel,Asia,3329.714,66.0,7.104,8.857,64229.0
2021-08-08,Israel,Asia,3525.857,73.0,7.857,9.286,71466.0
2021-08-09,Israel,Asia,3822.143,89.0,9.579,10.286,74335.0
2021-08-10,Israel,Asia,3967.286,85.0,9.149,10.857,74121.0
2021-08-11,Israel,Asia,4638.714,87.0,9.364,12.0,71796.0
2021-08-12,Israel,Asia,4937.286,91.0,9.794,13.571,67978.0
2021-08-13,Israel,Asia,5167.0,98.0,10.548,13.571,68081.0
2021-08-14,Israel,Asia,5367.143,110.0,11.839,12.429,70726.0
2021-08-15,Israel,Asia,5554.0,119.0,12.808,18.0,73799.0
2021-08-16,Israel,Asia,5950.429,121.0,13.023,18.286,76133.0
2021-08-17,Israel,Asia,6534.429,126.0,13.562,19.0,77826.0
2021-08-18,Israel,Asia,6279.429,142.0,15.284,19.429,79429.0
2021-08-19,Israel,Asia,6549.143,139.0,14.961,21.143,81069.0
2021-08-20,Israel,Asia,6991.143,143.0,15.391,21.143,83677.0
2021-08-21,Israel,Asia,7227.571,151.0,16.252,21.857,84850.0
2021-08-22,Israel,Asia,7309.143,153.0,16.468,23.143,86288.0
2021-08-23,Israel,Asia,7293.143,160.0,17.221,24.143,87450.0
2021-08-24,Israel,Asia,7844.714,163.0,17.544,25.143,90152.0
2021-08-25,Israel,Asia,7947.429,178.0,19.158,26.429,94593.0
2021-08-26,Israel,Asia,8237.857,174.0,18.728,26.429,99600.0
2021-08-27,Israel,Asia,8058.714,179.0,19.266,26.857,98998.0
2021-08-28,Israel,Asia,8615.857,182.0,19.589,25.0,96559.0
2021-08-29,Israel,Asia,8726.429,186.0,20.019,22.714,93138.0
2021-08-30,Israel,Asia,8911.143,199.0,21.419,26.714,96845.0
2021-08-31,Israel,Asia,7875.571,205.0,22.064,23.286,99485.0
2021-09-01,Israel,Asia,9308.0,206.0,22.172,25.429,101474.0
2021-09-02,Israel,Asia,9801.429,199.0,21.419,26.429,103064.0
2021-09-03,Israel,Asia,10049.714,188.0,20.235,26.0,103486.0
2021-09-04,Israel,Asia,9594.857,202.0,21.741,29.143,102907.0
2021-09-05,Israel,Asia,9426.714,206.0,22.172,30.857,101622.0
2021-09-06,Israel,Asia,8015.429,211.0,22.71,23.143,86338.0
2021-09-07,Israel,Asia,7320.571,221.0,23.786,23.143,68349.0
2021-09-08,Israel,Asia,8129.429,228.0,24.54,25.0,51449.0
2021-09-09,Israel,Asia,7007.286,235.0,25.293,27.286,46597.0
2021-09-10,Israel,Asia,7045.0,243.0,26.154,27.429,43660.0
2021-09-11,Israel,Asia,7531.143,243.0,26.154,26.286,41485.0
2021-09-12,Israel,Asia,7808.143,243.0,26.154,25.429,38920.0
2021-09-13,Israel,Asia,9493.857,248.0,26.692,28.714,43706.0
2021-09-14,Israel,Asia,11026.714,252.0,27.123,33.286,51382.0
2021-09-15,Israel,Asia,8903.571,239.0,25.724,27.286,53090.0
2021-09-16,Israel,Asia,8924.429,232.0,24.97,21.714,40117.0
2021-09-17,Israel,Asia,8165.286,240.0,25.831,24.714,41176.0
2021-09-18,Israel,Asia,7816.429,243.0,26.154,24.714,40970.0
2021-09-19,Israel,Asia,7982.286,244.0,26.262,22.571,39851.0
2021-09-20,Israel,Asia,7287.286,248.0,26.692,21.286,34533.0
2021-09-21,Israel,Asia,6782.714,255.0,27.446,18.429,26771.0
2021-09-22,Israel,Asia,6488.714,260.0,27.984,20.0,28972.0
2021-09-23,Israel,Asia,6564.0,270.0,29.06,20.857,34040.0
2021-09-24,Israel,Asia,6451.0,276.0,29.706,16.714,31400.0
2021-09-25,Israel,Asia,6078.286,286.0,30.782,19.714,30941.0
2021-09-26,Israel,Asia,5439.571,280.0,30.137,19.143,29064.0
2021-09-27,Israel,Asia,5023.714,278.0,29.921,18.429,31210.0
2021-09-28,Israel,Asia,4590.429,278.0,29.921,17.857,31500.0
2021-09-29,Israel,Asia,4233.857,264.0,28.415,20.0,37460.0
2021-09-30,Israel,Asia,3981.0,265.0,28.522,21.429,46187.0
2021-10-01,Israel,Asia,4138.571,244.0,26.262,22.143,49100.0
2021-10-02,Israel,Asia,3576.0,255.0,27.446,18.429,50906.0
2021-10-03,Israel,Asia,3417.571,247.0,26.585,20.857,56878.0
2021-10-04,Israel,Asia,3324.0,243.0,26.154,22.714,61071.0
2021-10-05,Israel,Asia,3135.429,235.0,25.293,23.286,67546.0
2021-10-06,Israel,Asia,3045.571,234.0,25.186,18.571,62912.0
2021-10-07,Israel,Asia,2678.571,222.0,23.894,17.286,55160.0
2021-10-08,Israel,Asia,2458.143,225.0,24.217,17.0,50796.0
2021-10-09,Israel,Asia,2339.857,222.0,23.894,17.0,48339.0
2021-10-10,Israel,Asia,2226.0,221.0,23.786,14.143,39809.0
2021-10-11,Israel,Asia,2053.143,216.0,23.248,13.857,33458.0
2021-10-12,Israel,Asia,1913.571,216.0,23.248,13.857,28902.0
2021-10-13,Israel,Asia,1815.143,208.0,22.387,13.857,25139.0
2021-10-14,Israel,Asia,1705.714,201.0,21.634,12.857,22018.0
2021-10-15,Israel,Asia,1633.714,192.0,20.665,13.0,20222.0
2021-10-16,Israel,Asia,1565.857,188.0,20.235,12.286,19580.0
2021-10-17,Israel,Asia,1515.143,182.0,19.589,11.286,17934.0
2021-10-18,Israel,Asia,1412.571,185.0,19.912,10.0,16461.0
2021-10-19,Israel,Asia,1323.286,179.0,19.266,9.857,15122.0
2021-10-20,Israel,Asia,1229.571,178.0,19.158,10.0,14453.0
2021-10-21,Israel,Asia,1150.571,175.0,18.835,9.143,13762.0
2021-10-22,Israel,Asia,1097.286,173.0,18.62,9.0,13211.0
2021-10-23,Israel,Asia,1011.143,168.0,18.082,9.0,13022.0
2021-10-24,Israel,Asia,966.0,165.0,17.759,7.143,12538.0
2021-10-25,Israel,Asia,897.429,156.0,16.79,7.429,12492.0
2021-10-26,Israel,Asia,842.286,151.0,16.252,6.0,12489.0
2021-10-27,Israel,Asia,799.143,154.0,16.575,6.286,12199.0
2021-10-28,Israel,Asia,744.143,148.0,15.929,6.429,11578.0
2021-10-29,Israel,Asia,692.571,150.0,16.145,6.571,11238.0
2021-10-30,Israel,Asia,675.857,141.0,15.176,5.571,10982.0
2021-10-31,Israel,Asia,625.571,147.0,15.822,7.286,10692.0
2021-11-01,Israel,Asia,596.857,139.0,14.961,5.857,10182.0
2021-11-02,Israel,Asia,957.143,136.0,14.638,6.143,9809.0
2021-11-03,Israel,Asia,964.429,130.0,13.992,5.143,9295.0
