date,location,icu_patients_per_million,new_deaths,new_vaccinations_smoothed_per_million
1/30/21,Algeria,0.74,4,1
2/1/21,Algeria,0.65,3,56
2/2/21,Algeria,0.516,4,63
2/5/21,Algeria,0.471,5,72
2/8/21,Algeria,0.56,4,84
2/10/21,Algeria,0.56,2,84
2/12/21,Algeria,0.493,2,84
2/13/21,Algeria,0.448,3,84
2/14/21,Algeria,0.426,4,84
2/19/21,Algeria,0.403,4,84
2/20/21,Algeria,0.359,4,144
2/21/21,Algeria,0.336,3,203
2/23/21,Algeria,0.426,3,323
2/25/21,Algeria,0.403,3,442
2/26/21,Algeria,0.471,4,501
2/27/21,Algeria,0.471,2,501
2/28/21,Algeria,0.493,4,501
3/1/21,Algeria,0.493,4,501
3/2/21,Algeria,0.516,4,501
3/7/21,Algeria,0.471,3,501
3/10/21,Algeria,0.426,4,501
3/12/21,Algeria,0.336,3,501
3/22/21,Algeria,0.157,4,501
3/23/21,Algeria,0.202,5,501
3/24/21,Algeria,0.202,3,501
3/25/21,Algeria,0.381,2,501
3/26/21,Algeria,0.403,3,501
3/27/21,Algeria,0.448,3,501
3/28/21,Algeria,0.426,3,501
3/29/21,Algeria,0.448,4,501
3/30/21,Algeria,0.336,5,501
3/31/21,Algeria,0.336,4,501
4/1/21,Algeria,0.314,3,501
4/2/21,Algeria,0.359,3,501
4/3/21,Algeria,0.448,3,501
4/4/21,Algeria,0.448,3,501
4/5/21,Algeria,0.359,3,501
4/6/21,Algeria,0.426,4,501
4/7/21,Algeria,0.448,4,501
4/8/21,Algeria,0.448,3,501
4/9/21,Algeria,0.426,4,501
4/10/21,Algeria,0.426,3,501
4/11/21,Algeria,0.426,4,501
4/12/21,Algeria,0.314,4,501
4/13/21,Algeria,0.426,3,501
4/14/21,Algeria,0.381,4,501
4/15/21,Algeria,0.359,3,501
4/16/21,Algeria,0.269,4,501
4/17/21,Algeria,0.336,4,501
4/18/21,Algeria,0.471,3,501
4/19/21,Algeria,0.493,5,501
4/20/21,Algeria,0.426,5,501
4/21/21,Algeria,0.471,7,501
4/22/21,Algeria,0.516,9,501
4/23/21,Algeria,0.493,9,501
4/24/21,Algeria,0.493,8,501
4/25/21,Algeria,0.448,9,501
4/26/21,Algeria,0.471,10,501
4/27/21,Algeria,0.448,8,501
4/28/21,Algeria,0.516,9,501
4/29/21,Algeria,0.493,10,501
4/30/21,Algeria,0.628,9,501
5/1/21,Algeria,0.695,8,501
5/2/21,Algeria,0.538,9,501
5/3/21,Algeria,0.583,10,501
5/4/21,Algeria,0.583,9,501
5/5/21,Algeria,0.493,10,501
5/6/21,Algeria,0.516,8,501
5/7/21,Algeria,0.516,8,501
5/8/21,Algeria,0.56,6,501
5/9/21,Algeria,0.516,7,501
5/10/21,Algeria,0.493,7,501
5/11/21,Algeria,0.426,8,501
5/12/21,Algeria,0.605,7,501
5/13/21,Algeria,0.516,5,501
5/14/21,Algeria,0.583,5,501
5/15/21,Algeria,0.538,6,501
5/16/21,Algeria,0.493,8,501
5/17/21,Algeria,0.493,7,501
5/18/21,Algeria,0.471,7,501
5/19/21,Algeria,0.426,7,501
5/20/21,Algeria,0.493,6,501
5/21/21,Algeria,0.471,4,501
5/22/21,Algeria,0.403,6,501
5/23/21,Algeria,0.336,7,501
5/24/21,Algeria,0.448,8,501
5/25/21,Algeria,0.448,7,501
5/26/21,Algeria,0.426,7,501
5/27/21,Algeria,0.538,8,501
5/28/21,Algeria,0.583,7,501
5/29/21,Algeria,0.628,5,501
5/30/21,Algeria,0.493,5,501
5/31/21,Algeria,0.426,7,501
6/1/21,Algeria,0.516,8,501
6/2/21,Algeria,0.493,10,501
6/3/21,Algeria,0.516,7,501
6/4/21,Algeria,0.56,7,501
6/5/21,Algeria,0.538,6,501
6/6/21,Algeria,0.426,8,501
6/7/21,Algeria,0.448,9,501
6/8/21,Algeria,0.56,10,501
6/9/21,Algeria,0.605,7,501
6/10/21,Algeria,0.583,8,501
6/11/21,Algeria,0.56,8,501
6/12/21,Algeria,0.628,5,501
6/13/21,Algeria,0.628,6,501
6/14/21,Algeria,0.672,8,501
6/15/21,Algeria,0.695,9,501
6/16/21,Algeria,0.583,10,501
6/18/21,Algeria,0.516,10,501
6/19/21,Algeria,0.762,9,501
6/20/21,Algeria,0.65,7,501
6/21/21,Algeria,0.672,10,501
6/22/21,Algeria,0.672,9,501
6/23/21,Algeria,0.628,10,501
6/24/21,Algeria,0.538,9,501
6/26/21,Algeria,0.471,7,501
6/27/21,Algeria,0.426,8,501
6/28/21,Algeria,0.516,6,501
6/29/21,Algeria,0.605,9,501
6/30/21,Algeria,0.717,8,501
7/1/21,Algeria,0.628,10,501
7/2/21,Algeria,0.65,9,501
7/3/21,Algeria,0.65,10,501
7/4/21,Algeria,0.74,10,501
7/5/21,Algeria,0.762,10,501
7/6/21,Algeria,0.65,10,501
7/7/21,Algeria,0.65,11,501
7/8/21,Algeria,1.009,12,501
7/9/21,Algeria,0.986,13,501
7/10/21,Algeria,1.098,13,501
7/11/21,Algeria,0.874,12,501
7/12/21,Algeria,0.807,15,501
7/13/21,Algeria,0.807,16,501
7/14/21,Algeria,1.143,15,501
7/15/21,Algeria,1.098,13,501
7/16/21,Algeria,0.941,15,501
7/17/21,Algeria,1.053,12,501
7/18/21,Algeria,1.009,16,501
7/19/21,Algeria,1.031,18,501
7/20/21,Algeria,1.009,23,501
7/21/21,Algeria,0.964,15,501
7/22/21,Algeria,1.031,14,501
7/23/21,Algeria,0.941,18,501
7/24/21,Algeria,1.143,16,501
7/25/21,Algeria,1.009,21,501
7/26/21,Algeria,0.919,24,501
7/27/21,Algeria,0.807,25,501
7/28/21,Algeria,0.807,49,501
7/29/21,Algeria,0.829,28,501
7/30/21,Algeria,1.165,30,501
7/31/21,Algeria,1.053,35,501
8/1/21,Algeria,0.852,37,501
8/2/21,Algeria,0.65,38,501
8/3/21,Algeria,0.65,41,501
8/4/21,Algeria,0.829,34,501
8/5/21,Algeria,0.784,37,501
8/6/21,Algeria,1.165,46,501
8/7/21,Algeria,1.165,33,501
8/8/21,Algeria,1.076,30,501
8/9/21,Algeria,0.964,28,501
8/10/21,Algeria,0.717,40,501
8/11/21,Algeria,0.695,36,501
8/12/21,Algeria,0.852,41,501
8/13/21,Algeria,0.695,35,501
8/14/21,Algeria,0.807,36,501
8/15/21,Algeria,0.695,28,501
8/16/21,Algeria,0.74,36,501
8/17/21,Algeria,0.897,37,501
8/18/21,Algeria,0.672,31,501
8/19/21,Algeria,0.74,31,501
8/20/21,Algeria,0.717,28,501
8/21/21,Algeria,0.874,27,1252
8/22/21,Algeria,0.829,20,2003
8/23/21,Algeria,0.852,30,2754
8/24/21,Algeria,0.852,29,3505
8/25/21,Algeria,0.807,33,4257
8/26/21,Algeria,0.74,25,5008
8/27/21,Algeria,0.807,27,5759
8/28/21,Algeria,0.829,31,5759
8/29/21,Algeria,0.874,30,5759
8/30/21,Algeria,0.919,31,5759
8/31/21,Algeria,0.784,29,5759
9/1/21,Algeria,0.784,33,5759
9/2/21,Algeria,0.941,37,5759
9/3/21,Algeria,0.941,34,5759
9/4/21,Algeria,0.986,26,5759
9/5/21,Algeria,0.874,21,5732
9/6/21,Algeria,0.807,25,5706
9/7/21,Algeria,0.852,26,5680
9/8/21,Algeria,0.941,18,5653
9/9/21,Algeria,0.829,30,5627
9/10/21,Algeria,0.762,20,5601
9/11/21,Algeria,0.628,19,5574
9/12/21,Algeria,0.74,20,5574
9/13/21,Algeria,0.65,18,4793
9/14/21,Algeria,0.695,18,4011
9/15/21,Algeria,0.448,16,3230
9/16/21,Algeria,0.538,21,2448
9/17/21,Algeria,0.56,19,1667
9/18/21,Algeria,0.628,11,885
9/19/21,Algeria,0.471,13,104
9/20/21,Algeria,0.493,15,104
9/21/21,Algeria,0.516,16,104
9/22/21,Algeria,0.605,14,104
9/23/21,Algeria,0.471,9,104
9/24/21,Algeria,0.448,10,104
9/25/21,Algeria,0.291,9,104
9/26/21,Algeria,0.403,10,203
9/27/21,Algeria,0.403,9,302
9/28/21,Algeria,0.314,11,401
9/29/21,Algeria,0.336,8,500
9/30/21,Algeria,0.336,7,599
10/1/21,Algeria,0.336,3,698
10/2/21,Algeria,0.336,4,797
10/3/21,Algeria,0.403,3,797
10/4/21,Algeria,0.359,4,797
10/5/21,Algeria,0.336,5,797
10/6/21,Algeria,0.403,7,797
10/7/21,Algeria,0.448,5,797
10/8/21,Algeria,0.314,3,797
10/9/21,Algeria,0.291,4,797
10/10/21,Algeria,0.336,3,797
10/11/21,Algeria,0.314,2,797
10/12/21,Algeria,0.291,4,797
10/13/21,Algeria,0.247,3,797
10/14/21,Algeria,0.269,2,797
10/15/21,Algeria,0.291,3,797
10/16/21,Algeria,0.291,3,797
10/17/21,Algeria,0.291,2,797
10/18/21,Algeria,0.247,1,797
10/19/21,Algeria,0.359,2,797
10/20/21,Algeria,0.381,3,797
10/21/21,Algeria,0.359,3,797
10/22/21,Algeria,0.291,2,797
10/23/21,Algeria,0.359,3,797
10/24/21,Algeria,0.359,4,797
10/25/21,Algeria,0.247,4,755
10/26/21,Algeria,0.224,5,714
10/27/21,Algeria,0.336,5,673
10/28/21,Algeria,0.314,3,592
10/29/21,Algeria,0.224,6,511
10/30/21,Algeria,0.202,5,430
10/31/21,Algeria,0.247,2,414
11/1/21,Algeria,0.314,4,439
11/2/21,Algeria,0.336,3,465
11/3/21,Algeria,0.359,4,416
11/4/21,Algeria,0.403,5,408
11/5/21,Algeria,0.359,3,399
11/6/21,Algeria,0.448,2,390
11/7/21,Algeria,0.336,4,316
11/8/21,Algeria,0.336,5,242
11/9/21,Algeria,0.359,4,182
11/10/21,Algeria,0.426,6,197
11/11/21,Algeria,0.56,6,212
11/12/21,Algeria,0.359,5,227
11/13/21,Algeria,0.426,6,242
11/14/21,Algeria,0.403,7,471
11/15/21,Algeria,0.493,7,700
11/16/21,Algeria,0.426,6,915
11/17/21,Algeria,0.448,8,1129
11/18/21,Algeria,0.493,4,1343
11/19/21,Algeria,0.493,6,1557
11/20/21,Algeria,0.538,2,1771
11/21/21,Algeria,0.516,4,1771
11/22/21,Algeria,0.493,5,1593
11/23/21,Algeria,0.471,4,1388
11/24/21,Algeria,0.403,5,1182
11/25/21,Algeria,0.493,6,976
11/26/21,Algeria,0.516,5,779
11/27/21,Algeria,0.471,6,581
11/28/21,Algeria,0.448,6,383
11/29/21,Algeria,0.381,6,363
11/30/21,Algeria,0.314,7,787
12/1/21,Algeria,0.359,5,773
12/2/21,Algeria,0.336,7,758
12/3/21,Algeria,0.336,6,736
12/4/21,Algeria,0.336,7,714
12/5/21,Algeria,0.359,7,692
12/6/21,Algeria,0.314,8,669
12/7/21,Algeria,0.448,3,231
12/8/21,Algeria,0.426,8,231
12/9/21,Algeria,0.448,4,231
12/10/21,Algeria,0.493,6,231
12/11/21,Algeria,0.538,5,231
12/12/21,Algeria,0.628,8,231
12/13/21,Algeria,0.583,6,231
12/14/21,Algeria,0.628,4,231
12/15/21,Algeria,0.583,10,247
12/16/21,Algeria,0.672,6,264
12/17/21,Algeria,0.605,4,280
12/18/21,Algeria,0.538,5,297
12/19/21,Algeria,0.471,4,313
12/20/21,Algeria,0.493,6,329
12/21/21,Algeria,0.471,8,346
12/22/21,Algeria,0.583,7,369
12/23/21,Algeria,0.672,8,392
12/24/21,Algeria,0.762,9,415
12/25/21,Algeria,0.807,7,438
12/26/21,Algeria,0.852,9,460
12/27/21,Algeria,0.762,8,483
12/28/21,Algeria,0.605,8,506
12/29/21,Algeria,0.628,9,506
12/30/21,Algeria,0.605,8,506
12/31/21,Algeria,0.583,5,506
1/1/22,Algeria,0.605,8,506
1/2/22,Algeria,0.672,7,506
1/3/22,Algeria,0.762,7,506
1/4/22,Algeria,0.717,5,506
1/5/22,Algeria,0.74,7,506
1/6/22,Algeria,0.74,8,506
1/7/22,Algeria,0.695,7,506
1/8/22,Algeria,0.784,5,506
1/9/22,Algeria,0.74,9,506
1/10/22,Algeria,0.874,10,486
1/11/22,Algeria,0.829,14,466
1/12/22,Algeria,0.919,9,445
1/13/22,Algeria,0.919,11,425
1/14/22,Algeria,0.784,10,404
1/15/22,Algeria,0.717,11,384
1/16/22,Algeria,1.009,8,364
1/17/22,Algeria,0.897,11,364
1/18/22,Algeria,0.829,12,364
1/19/22,Algeria,0.874,8,364
1/20/22,Algeria,1.098,10,364
1/21/22,Algeria,1.053,15,364
1/22/22,Algeria,0.964,13,364
1/23/22,Algeria,0.874,14,364
1/24/22,Algeria,0.874,13,364
1/25/22,Algeria,0.986,8,364
1/26/22,Algeria,1.031,10,364
1/27/22,Algeria,0.941,13,364
1/28/22,Algeria,0.964,6,364
1/29/22,Algeria,0.964,10,364
1/30/22,Algeria,0.897,11,364
1/31/22,Algeria,0.717,13,364
2/1/22,Algeria,0.874,14,364
2/2/22,Algeria,0.919,11,364
2/3/22,Algeria,0.897,14,364
2/4/22,Algeria,0.897,13,364
2/5/22,Algeria,0.762,9,364
2/6/22,Algeria,0.605,6,364
2/7/22,Algeria,0.762,8,364
2/8/22,Algeria,0.471,13,364
2/9/22,Algeria,0.605,11,357
2/10/22,Algeria,0.784,12,351
2/11/22,Algeria,0.628,13,344
2/12/22,Algeria,0.605,12,338
2/13/22,Algeria,0.516,14,331
2/14/22,Algeria,0.605,15,325
2/15/22,Algeria,0.56,9,318
2/16/22,Algeria,0.56,9,318
2/17/22,Algeria,0.426,10,318
2/18/22,Algeria,0.516,8,318
2/19/22,Algeria,0.359,7,318
2/20/22,Algeria,0.403,10,318
12/30/20,Argentina,75.429,145,343
1/2/21,Argentina,75.385,56,192
1/3/21,Argentina,75.275,107,162
1/4/21,Argentina,76.788,152,142
1/5/21,Argentina,75.868,151,175
1/6/21,Argentina,75.868,191,179
1/7/21,Argentina,78.038,146,183
1/8/21,Argentina,78.038,151,231
1/9/21,Argentina,78.872,144,262
1/10/21,Argentina,79.2,78,293
1/11/21,Argentina,79.069,159,324
1/12/21,Argentina,79.354,194,308
1/13/21,Argentina,79.354,135,292
1/14/21,Argentina,79.683,142,292
1/15/21,Argentina,78.455,102,292
1/16/21,Argentina,78.455,68,284
1/17/21,Argentina,77.775,112,277
1/18/21,Argentina,78.148,425,269
1/19/21,Argentina,78.104,234,262
1/20/21,Argentina,78.104,150,254
1/21/21,Argentina,79.288,139,257
1/22/21,Argentina,79.288,220,247
1/23/21,Argentina,79.332,162,244
1/24/21,Argentina,79.354,90,227
1/25/21,Argentina,79.354,207,198
1/26/21,Argentina,79.244,219,211
1/27/21,Argentina,79.244,182,220
1/28/21,Argentina,79.091,166,195
1/29/21,Argentina,79.551,174,202
1/30/21,Argentina,79.464,156,245
1/31/21,Argentina,79.31,43,248
2/1/21,Argentina,77.929,275,261
2/2/21,Argentina,78.63,177,252
2/3/21,Argentina,78.301,113,246
2/4/21,Argentina,78.279,161,363
2/5/21,Argentina,77.841,285,356
2/6/21,Argentina,77.841,125,329
2/7/21,Argentina,77.841,61,407
2/8/21,Argentina,77.315,227,425
2/9/21,Argentina,77.907,168,398
2/10/21,Argentina,78.082,108,435
2/11/21,Argentina,77.644,200,404
2/12/21,Argentina,77.578,155,420
2/13/21,Argentina,77.052,159,422
2/14/21,Argentina,77.775,48,340
2/15/21,Argentina,77.578,91,308
2/16/21,Argentina,78.521,105,307
2/17/21,Argentina,78.345,184,241
2/19/21,Argentina,79.113,143,241
2/20/21,Argentina,79.047,122,316
2/21/21,Argentina,79.047,76,347
2/22/21,Argentina,77.841,161,352
2/23/21,Argentina,77.38,151,424
2/24/21,Argentina,76.832,140,527
2/25/21,Argentina,76.021,145,608
2/26/21,Argentina,76.196,92,737
2/28/21,Argentina,76.854,19,955
3/1/21,Argentina,76.854,112,1024
3/3/21,Argentina,77.205,261,1256
3/4/21,Argentina,76.503,191,1324
3/5/21,Argentina,76.416,140,1421
3/6/21,Argentina,76.196,86,1431
3/7/21,Argentina,76.021,10,1570
3/8/21,Argentina,76.394,241,1558
3/9/21,Argentina,77.293,131,1638
3/10/21,Argentina,76.547,107,1858
3/11/21,Argentina,75.385,134,2088
3/12/21,Argentina,74.925,85,2320
3/13/21,Argentina,75.736,68,2672
3/14/21,Argentina,76.284,24,2679
3/15/21,Argentina,76.065,166,2686
3/16/21,Argentina,76.065,200,2795
3/17/21,Argentina,76.416,195,2799
3/18/21,Argentina,77.227,155,2776
3/19/21,Argentina,77.49,90,2635
3/20/21,Argentina,77.49,41,2409
3/21/21,Argentina,77.49,28,2313
3/22/21,Argentina,77.402,126,2313
3/23/21,Argentina,78.74,152,2191
3/24/21,Argentina,78.367,123,2070
3/25/21,Argentina,78.608,146,1756
3/26/21,Argentina,76.92,143,1676
3/27/21,Argentina,76.876,133,1587
3/29/21,Argentina,79.792,162,1578
3/30/21,Argentina,81.174,125,1578
3/31/21,Argentina,79.771,122,1764
4/1/21,Argentina,79.792,83,2059
4/2/21,Argentina,79.354,82,2032
4/3/21,Argentina,79.332,83,1906
4/4/21,Argentina,79.507,93,1908
4/5/21,Argentina,80.077,272,1926
4/6/21,Argentina,79.858,163,2066
4/7/21,Argentina,81.262,198,2130
4/8/21,Argentina,82.051,290,2344
4/9/21,Argentina,81.525,228,2609
4/10/21,Argentina,82.468,297,3203
4/11/21,Argentina,83.081,132,3380
4/12/21,Argentina,83.739,178,3537
4/13/21,Argentina,84.112,217,3658
4/14/21,Argentina,85.055,368,3706
4/15/21,Argentina,85.515,383,3646
4/16/21,Argentina,87.072,159,3562
4/17/21,Argentina,87.204,80,3212
4/18/21,Argentina,90.01,64,3055
4/19/21,Argentina,94.374,248,2959
4/20/21,Argentina,95.733,316,2698
4/21/21,Argentina,98.496,291,2492
4/22/21,Argentina,105.052,537,2375
4/23/21,Argentina,105.359,556,2238
4/24/21,Argentina,106.521,298,2476
4/25/21,Argentina,108.363,170,2650
4/26/21,Argentina,110.424,443,2757
4/27/21,Argentina,112.573,512,2987
4/28/21,Argentina,113.538,348,3156
4/29/21,Argentina,116.586,561,3200
4/30/21,Argentina,117.726,357,3314
5/1/21,Argentina,117.748,231,2989
5/2/21,Argentina,117.77,156,2703
5/3/21,Argentina,118.976,540,2585
5/4/21,Argentina,118.165,410,2538
5/5/21,Argentina,117.134,663,2611
5/6/21,Argentina,116.191,398,2744
5/7/21,Argentina,115.512,609,2993
5/8/21,Argentina,115.884,170,3227
5/9/21,Argentina,116.082,283,3398
5/10/21,Argentina,117.463,496,3392
5/11/21,Argentina,117.858,490,3258
5/12/21,Argentina,118.274,496,3109
5/13/21,Argentina,118.844,447,2977
5/14/21,Argentina,119.656,599,2768
5/15/21,Argentina,120.971,400,2697
5/16/21,Argentina,121.432,269,2647
5/17/21,Argentina,124.765,505,2757
5/18/21,Argentina,127.462,744,2996
5/19/21,Argentina,128.865,494,3132
5/20/21,Argentina,130.488,434,3158
5/21/21,Argentina,132.154,692,3303
5/22/21,Argentina,134.588,297,3433
5/23/21,Argentina,136.255,375,3570
5/24/21,Argentina,139.741,417,3592
5/25/21,Argentina,143.666,576,3285
5/26/21,Argentina,145.683,532,2967
5/27/21,Argentina,149.148,547,2988
5/28/21,Argentina,150.683,558,2875
5/29/21,Argentina,151.494,415,2970
5/30/21,Argentina,158.006,348,3296
5/31/21,Argentina,160.615,637,3470
6/1/21,Argentina,162.633,640,3931
6/2/21,Argentina,166.952,587,4605
6/3/21,Argentina,168.794,553,4936
6/4/21,Argentina,168.136,538,5317
6/5/21,Argentina,169.518,456,5713
6/6/21,Argentina,170.505,347,6179
6/7/21,Argentina,171.623,732,6512
6/8/21,Argentina,170.899,721,6787
6/9/21,Argentina,170.351,605,6928
6/10/21,Argentina,171.404,669,7124
6/11/21,Argentina,171.886,687,7381
6/12/21,Argentina,173.114,447,7431
6/13/21,Argentina,173.443,268,6874
6/14/21,Argentina,174.736,686,6409
6/15/21,Argentina,173.004,586,6202
6/16/21,Argentina,168.049,646,5838
6/17/21,Argentina,164.891,528,5699
6/18/21,Argentina,163.729,458,5468
6/19/21,Argentina,161.953,495,5433
6/20/21,Argentina,161.514,301,5634
6/21/21,Argentina,161.054,447,5691
6/22/21,Argentina,160.637,791,5441
6/23/21,Argentina,158.774,705,5545
6/24/21,Argentina,157.853,452,5479
6/25/21,Argentina,154.739,541,5419
6/26/21,Argentina,153.445,338,5206
6/27/21,Argentina,152.459,251,5213
6/28/21,Argentina,150.617,574,5490
6/29/21,Argentina,145.508,526,5767
6/30/21,Argentina,138.316,636,5941
7/1/21,Argentina,132.571,468,6221
7/2/21,Argentina,126.826,610,6591
7/3/21,Argentina,124.26,212,7149
7/4/21,Argentina,124.348,310,7613
7/5/21,Argentina,122.945,617,7808
7/6/21,Argentina,123.712,462,8118
7/7/21,Argentina,121.607,456,8690
7/8/21,Argentina,119.349,465,8816
7/9/21,Argentina,118.516,244,8578
7/10/21,Argentina,118.998,353,8573
7/11/21,Argentina,117.288,280,7634
7/12/21,Argentina,114.503,474,7574
7/13/21,Argentina,113.999,385,7646
7/14/21,Argentina,111.652,610,7521
7/15/21,Argentina,109.92,445,7558
7/16/21,Argentina,106.741,463,7716
7/17/21,Argentina,106.85,276,7567
7/18/21,Argentina,104.877,115,8092
7/19/21,Argentina,102.64,406,8045
7/20/21,Argentina,101.807,426,8053
7/21/21,Argentina,100.492,437,7974
7/22/21,Argentina,99.373,256,7955
7/23/21,Argentina,95.558,285,8030
7/24/21,Argentina,94.681,225,7842
7/25/21,Argentina,92.51,137,7903
7/26/21,Argentina,91.107,384,7674
7/27/21,Argentina,91.216,247,7534
7/29/21,Argentina,89.682,291,7522
7/30/21,Argentina,87.182,473,7505
8/1/21,Argentina,85.8,51,7598
8/2/21,Argentina,83.739,273,7691
8/3/21,Argentina,82.599,402,7723
8/4/21,Argentina,82.182,300,8397
8/5/21,Argentina,81.437,276,8333
8/6/21,Argentina,80.187,190,8342
8/7/21,Argentina,79.946,89,7994
8/8/21,Argentina,80.582,157,7756
8/9/21,Argentina,79.222,502,8042
8/10/21,Argentina,80.077,204,7994
8/11/21,Argentina,79.705,223,6795
8/12/21,Argentina,79.442,181,6348
8/13/21,Argentina,78.893,246,5964
8/14/21,Argentina,78.301,121,6133
8/15/21,Argentina,78.367,105,6317
8/16/21,Argentina,77.359,64,5972
8/17/21,Argentina,76.788,300,5307
8/18/21,Argentina,76.503,247,5417
8/19/21,Argentina,76.218,189,6035
8/20/21,Argentina,74.048,229,6601
8/21/21,Argentina,72.973,147,6880
8/22/21,Argentina,72.315,135,7087
8/23/21,Argentina,70.737,257,7281
8/24/21,Argentina,69.574,197,8038
8/25/21,Argentina,67.689,160,8511
8/26/21,Argentina,64.729,151,8515
8/27/21,Argentina,62.974,153,8488
8/28/21,Argentina,61.571,54,8523
8/29/21,Argentina,60.234,59,8524
8/30/21,Argentina,59.488,224,8761
8/31/21,Argentina,58.589,205,8623
9/1/21,Argentina,57.054,193,8899
9/2/21,Argentina,54.752,190,8816
9/3/21,Argentina,53.765,161,8900
9/4/21,Argentina,52.428,88,8595
9/5/21,Argentina,52.537,67,8696
9/6/21,Argentina,50.279,162,8573
9/7/21,Argentina,50.059,178,9137
9/8/21,Argentina,49.27,111,8554
9/9/21,Argentina,50.366,137,8444
9/10/21,Argentina,47.625,183,8153
9/11/21,Argentina,46.968,74,8275
9/12/21,Argentina,46.113,46,7810
9/13/21,Argentina,40.105,238,7293
9/14/21,Argentina,40.587,176,6470
9/15/21,Argentina,39.14,153,6327
9/16/21,Argentina,35.39,132,6325
9/17/21,Argentina,34.93,185,6301
9/18/21,Argentina,33.241,81,5895
9/19/21,Argentina,32.803,61,6063
9/20/21,Argentina,31.575,90,6333
9/21/21,Argentina,32.649,61,6543
9/22/21,Argentina,29.952,105,6847
9/23/21,Argentina,28.988,88,6494
9/24/21,Argentina,27.869,56,6162
9/25/21,Argentina,27.365,21,6275
9/26/21,Argentina,27.124,13,6029
9/27/21,Argentina,26.312,92,5928
9/28/21,Argentina,25.962,84,5707
9/29/21,Argentina,25.435,92,5386
9/30/21,Argentina,24.997,49,5329
10/1/21,Argentina,23.791,46,5454
10/2/21,Argentina,23.462,14,5524
10/3/21,Argentina,23.067,6,5578
10/4/21,Argentina,22.629,38,5570
10/5/21,Argentina,22.387,40,5412
10/6/21,Argentina,22.081,56,5278
10/7/21,Argentina,21.423,37,5248
10/8/21,Argentina,21.51,28,5140
10/9/21,Argentina,21.291,14,4638
10/10/21,Argentina,21.291,15,4526
10/11/21,Argentina,21.203,18,4472
10/12/21,Argentina,20.173,56,4240
10/13/21,Argentina,20.195,35,3820
10/14/21,Argentina,19.888,51,4160
10/15/21,Argentina,17.717,27,4522
10/16/21,Argentina,17.3,3,5593
10/17/21,Argentina,17.432,3,5729
10/18/21,Argentina,17.564,38,5944
10/19/21,Argentina,17.3,33,6211
10/20/21,Argentina,16.95,33,7421
10/21/21,Argentina,16.445,26,6943
10/22/21,Argentina,16.204,23,6973
10/23/21,Argentina,16.16,4,6708
10/24/21,Argentina,16.138,3,7018
10/25/21,Argentina,14.209,25,6624
10/26/21,Argentina,13.88,15,7317
10/27/21,Argentina,13.836,23,6776
10/28/21,Argentina,13.748,27,7174
10/29/21,Argentina,13.354,19,7278
10/30/21,Argentina,13.441,7,6595
10/31/21,Argentina,13.288,8,6281
11/1/21,Argentina,13.069,39,6501
11/2/21,Argentina,13.003,21,5829
11/3/21,Argentina,13.069,19,5021
11/4/21,Argentina,13.288,26,5698
11/5/21,Argentina,13.222,28,4735
11/6/21,Argentina,13.244,8,4500
11/7/21,Argentina,13.332,13,5005
11/8/21,Argentina,13.266,39,5066
11/9/21,Argentina,13.551,22,4842
11/10/21,Argentina,13.617,19,5242
11/11/21,Argentina,14.274,25,4267
11/12/21,Argentina,13.529,13,4490
11/13/21,Argentina,13.288,6,4717
11/14/21,Argentina,12.849,4,4275
11/15/21,Argentina,12.389,18,7810
11/16/21,Argentina,12.674,44,8395
11/17/21,Argentina,12.542,19,8782
11/18/21,Argentina,12.805,28,9122
11/19/21,Argentina,12.279,19,9606
11/20/21,Argentina,12.542,14,9661
11/21/21,Argentina,12.301,3,9323
11/22/21,Argentina,12.411,5,5674
11/23/21,Argentina,12.498,33,5597
11/24/21,Argentina,13.025,43,5640
11/25/21,Argentina,13.244,22,5605
11/26/21,Argentina,12.937,25,5336
11/27/21,Argentina,13.003,12,5492
11/28/21,Argentina,13.156,12,5600
11/29/21,Argentina,13.463,25,6292
11/30/21,Argentina,13.529,35,6499
12/1/21,Argentina,13.858,8,6607
12/2/21,Argentina,13.529,20,6783
12/3/21,Argentina,14.406,22,6979
12/4/21,Argentina,14.406,4,6730
12/5/21,Argentina,14.384,3,6610
12/6/21,Argentina,14.713,34,5944
12/7/21,Argentina,15.064,23,5235
12/8/21,Argentina,15.174,5,5585
12/9/21,Argentina,15.502,11,5227
12/10/21,Argentina,15.48,29,5083
12/11/21,Argentina,14.932,12,5065
12/12/21,Argentina,15.195,11,5063
12/13/21,Argentina,15.437,21,5536
12/14/21,Argentina,16.204,34,6135
12/15/21,Argentina,16.27,31,5773
12/16/21,Argentina,16.577,17,5869
12/17/21,Argentina,17.081,18,5926
12/18/21,Argentina,17.3,7,5913
12/19/21,Argentina,17.476,4,5932
12/20/21,Argentina,17.432,27,5961
12/21/21,Argentina,17.607,23,5466
12/22/21,Argentina,18.068,11,4851
12/23/21,Argentina,18.243,15,4949
12/24/21,Argentina,18.199,29,4976
12/25/21,Argentina,17.739,12,4451
12/26/21,Argentina,17.98,15,4111
12/27/21,Argentina,19.296,31,3395
12/28/21,Argentina,19.559,19,5541
12/29/21,Argentina,21.423,26,6375
12/30/21,Argentina,22.015,35,6680
12/31/21,Argentina,22.124,23,5975
1/1/22,Argentina,22.19,12,6024
1/2/22,Argentina,24.164,23,6411
