date,location,icu_patients_per_million,new_deaths,new_vaccinations_smoothed_per_million
3/14/21,Singapore,0,0,4210
3/15/21,Singapore,0,0,4700
3/16/21,Singapore,0,0,5162
3/17/21,Singapore,0,0,5668
3/18/21,Singapore,0,0,6067
3/19/21,Singapore,0,0,6495
3/20/21,Singapore,0,0,6785
3/21/21,Singapore,0,0,7071
3/22/21,Singapore,0,0,7250
3/23/21,Singapore,0,0,7285
3/24/21,Singapore,0,0,7109
3/25/21,Singapore,0,0,6905
3/26/21,Singapore,0.183,0,6670
3/27/21,Singapore,0.183,0,6491
3/28/21,Singapore,0.183,0,6188
3/29/21,Singapore,0.183,0,6382
3/30/21,Singapore,0.183,0,6530
3/31/21,Singapore,0.183,0,6721
4/1/21,Singapore,0.183,0,6956
4/2/21,Singapore,0.183,0,6894
4/3/21,Singapore,0.183,0,7153
4/4/21,Singapore,0.183,0,7462
4/5/21,Singapore,0.183,0,7612
4/6/21,Singapore,0.183,0,7851
4/7/21,Singapore,0.183,0,8152
4/8/21,Singapore,0.183,0,8423
4/9/21,Singapore,0.183,0,8996
4/10/21,Singapore,0.183,0,9221
4/11/21,Singapore,0.183,0,9543
4/12/21,Singapore,0.183,0,9335
4/13/21,Singapore,0.183,0,9064
4/14/21,Singapore,0.367,0,8733
4/15/21,Singapore,0.367,0,8381
4/16/21,Singapore,0.367,0,8034
4/17/21,Singapore,0.367,0,7723
4/18/21,Singapore,0.367,0,7322
4/19/21,Singapore,0.183,0,7370
4/20/21,Singapore,0.183,0,7472
4/21/21,Singapore,0.183,0,7598
4/22/21,Singapore,0.183,0,7732
4/23/21,Singapore,0.183,0,7800
4/24/21,Singapore,0.183,0,7929
4/25/21,Singapore,0.183,0,8152
4/26/21,Singapore,0,0,8110
4/27/21,Singapore,0,0,8126
4/28/21,Singapore,0,0,8096
4/29/21,Singapore,0,0,8142
4/30/21,Singapore,0,0,8169
5/1/21,Singapore,0,1,8013
5/2/21,Singapore,0,0,7968
5/3/21,Singapore,0,0,7633
5/4/21,Singapore,0.367,0,7301
5/5/21,Singapore,0.367,0,7069
5/6/21,Singapore,0.183,0,6849
5/7/21,Singapore,0.367,0,6640
5/8/21,Singapore,0.367,0,6566
5/9/21,Singapore,0.367,0,6424
5/10/21,Singapore,0.55,0,6783
5/11/21,Singapore,0.55,0,7139
5/12/21,Singapore,0.55,0,7007
5/13/21,Singapore,0.55,0,6033
5/14/21,Singapore,0.55,0,6484
5/15/21,Singapore,0.55,0,6843
5/16/21,Singapore,0.367,0,7152
5/17/21,Singapore,0.55,0,6966
5/18/21,Singapore,0.917,0,6777
5/19/21,Singapore,0.917,0,7040
5/20/21,Singapore,0.733,1,8261
5/21/21,Singapore,0.733,0,8074
5/22/21,Singapore,0.917,0,8074
5/23/21,Singapore,0.55,0,8073
5/24/21,Singapore,0.55,0,8282
5/25/21,Singapore,0.367,0,8557
5/26/21,Singapore,0.367,0,8561
5/27/21,Singapore,0.367,0,8513
5/28/21,Singapore,0.55,0,8487
5/29/21,Singapore,0.55,0,8398
5/30/21,Singapore,0.55,1,8263
5/31/21,Singapore,0.367,0,8244
6/1/21,Singapore,0.367,0,8120
6/2/21,Singapore,0.367,0,8195
6/3/21,Singapore,0.367,0,8423
6/4/21,Singapore,0.367,0,8661
6/5/21,Singapore,0.367,0,8866
6/6/21,Singapore,0.367,0,9078
6/7/21,Singapore,0.367,0,8927
6/8/21,Singapore,0.367,1,8685
6/9/21,Singapore,0.183,0,8658
6/10/21,Singapore,0.183,0,8370
6/11/21,Singapore,0.183,0,8161
6/12/21,Singapore,0.183,0,7887
6/13/21,Singapore,0.183,0,7690
6/14/21,Singapore,0.367,0,7867
6/15/21,Singapore,0.367,0,8288
6/16/21,Singapore,0.183,0,8683
6/17/21,Singapore,0.183,0,9017
6/18/21,Singapore,0.183,0,9247
6/19/21,Singapore,0.183,0,9604
6/20/21,Singapore,0.183,0,9799
6/21/21,Singapore,0,1,9965
6/22/21,Singapore,0.367,0,9948
6/23/21,Singapore,0.917,0,9821
6/24/21,Singapore,0.733,0,9675
6/25/21,Singapore,0.733,0,9454
6/26/21,Singapore,0.733,1,9692
6/27/21,Singapore,0.733,0,9988
6/28/21,Singapore,0.55,0,10150
6/29/21,Singapore,0.55,0,10014
6/30/21,Singapore,0.733,0,10496
7/1/21,Singapore,0.55,0,11340
7/2/21,Singapore,0.367,0,12223
7/3/21,Singapore,0.367,0,12642
7/4/21,Singapore,0.367,0,13143
7/5/21,Singapore,0.55,0,13646
7/6/21,Singapore,0.55,0,14415
7/7/21,Singapore,0.55,0,14589
7/8/21,Singapore,0.367,0,14436
7/9/21,Singapore,0.367,0,14373
7/10/21,Singapore,0.367,0,14234
7/11/21,Singapore,0.367,0,14018
7/12/21,Singapore,0.367,0,13872
7/13/21,Singapore,0.367,0,13560
7/14/21,Singapore,0.183,0,13213
7/15/21,Singapore,0.183,0,12982
7/16/21,Singapore,0.183,0,13014
7/17/21,Singapore,0.183,0,13050
7/18/21,Singapore,0.183,0,13033
7/19/21,Singapore,0.183,0,12224
7/20/21,Singapore,0.183,0,10561
7/21/21,Singapore,0.183,0,10806
7/22/21,Singapore,0.183,0,10857
7/23/21,Singapore,0.367,0,10803
7/24/21,Singapore,0.183,1,10631
7/25/21,Singapore,0.367,0,10462
7/26/21,Singapore,0.367,0,11009
7/27/21,Singapore,0.367,0,12302
7/28/21,Singapore,0.367,0,11978
7/29/21,Singapore,0.55,0,11843
7/30/21,Singapore,1.284,0,11736
7/31/21,Singapore,1.284,0,11776
8/1/21,Singapore,1.467,0,11784
8/2/21,Singapore,1.284,1,11824
8/3/21,Singapore,1.284,0,12163
8/4/21,Singapore,1.284,1,12241
8/5/21,Singapore,1.467,1,12294
8/6/21,Singapore,1.284,1,12256
8/7/21,Singapore,0.733,1,12240
8/8/21,Singapore,1.467,0,12242
8/9/21,Singapore,1.834,0,11606
8/10/21,Singapore,2.017,0,11233
8/11/21,Singapore,1.467,1,10805
8/12/21,Singapore,1.65,0,10251
8/13/21,Singapore,1.834,1,9790
8/14/21,Singapore,1.65,0,9395
8/15/21,Singapore,1.467,0,8797
8/16/21,Singapore,1.284,0,8408
8/17/21,Singapore,1.1,1,7689
8/18/21,Singapore,1.1,1,6990
8/19/21,Singapore,1.467,0,6311
8/20/21,Singapore,1.284,1,5512
8/21/21,Singapore,1.284,0,4605
8/22/21,Singapore,1.284,2,3902
8/23/21,Singapore,1.284,1,3640
8/24/21,Singapore,1.284,0,3436
8/25/21,Singapore,1.284,2,3244
8/26/21,Singapore,1.284,0,3086
8/27/21,Singapore,1.1,0,2899
8/28/21,Singapore,1.1,3,2775
8/29/21,Singapore,1.1,0,2733
8/30/21,Singapore,0.917,0,2629
8/31/21,Singapore,0.917,0,2626
9/1/21,Singapore,0.917,0,2594
9/2/21,Singapore,0.917,0,2564
9/3/21,Singapore,0.917,0,2524
9/4/21,Singapore,0.917,0,2537
9/5/21,Singapore,0.917,0,2559
9/6/21,Singapore,1.1,0,2499
9/7/21,Singapore,1.1,0,2391
9/8/21,Singapore,1.1,1,2302
9/9/21,Singapore,1.284,1,2213
9/10/21,Singapore,1.1,1,2097
9/11/21,Singapore,1.284,0,1960
9/12/21,Singapore,1.284,0,1861
9/13/21,Singapore,1.467,0,1780
9/14/21,Singapore,1.65,0,1712
9/15/21,Singapore,1.65,0,1791
9/16/21,Singapore,2.2,1,1831
9/17/21,Singapore,2.567,0,1975
9/18/21,Singapore,3.301,1,2228
9/19/21,Singapore,3.851,0,2376
9/20/21,Singapore,3.301,2,2694
9/21/21,Singapore,3.117,3,2890
9/22/21,Singapore,3.484,3,3134
9/23/21,Singapore,4.217,2,3478
9/24/21,Singapore,4.217,3,3838
9/25/21,Singapore,4.951,3,4041
9/26/21,Singapore,5.501,2,4213
9/27/21,Singapore,4.951,2,4448
9/28/21,Singapore,5.501,5,4863
9/29/21,Singapore,6.234,8,4977
9/30/21,Singapore,6.234,2,5080
10/1/21,Singapore,6.234,8,4943
10/2/21,Singapore,5.684,4,4874
10/3/21,Singapore,6.418,6,4932
10/4/21,Singapore,6.418,8,4896
10/5/21,Singapore,6.234,9,4771
10/6/21,Singapore,6.785,3,4657
10/7/21,Singapore,7.335,3,4470
10/8/21,Singapore,7.518,6,4486
10/9/21,Singapore,7.335,11,4457
10/10/21,Singapore,7.518,9,4699
10/11/21,Singapore,7.701,10,4884
10/12/21,Singapore,7.701,11,4982
10/13/21,Singapore,8.435,9,5078
10/14/21,Singapore,8.435,15,5168
10/15/21,Singapore,8.802,8,5400
10/16/21,Singapore,11.369,9,5475
10/17/21,Singapore,12.102,9,5045
10/18/21,Singapore,12.285,6,4713
10/19/21,Singapore,13.019,7,4535
10/20/21,Singapore,12.285,18,4379
10/21/21,Singapore,11.185,16,4334
10/22/21,Singapore,10.452,14,4187
10/23/21,Singapore,10.635,6,4026
10/24/21,Singapore,10.635,15,3964
10/25/21,Singapore,11.735,14,3920
10/26/21,Singapore,12.285,10,3991
10/27/21,Singapore,12.102,10,3997
10/28/21,Singapore,11.185,15,4029
10/29/21,Singapore,10.819,16,4209
10/30/21,Singapore,11.002,14,4406
10/31/21,Singapore,11.185,13,4588
11/1/21,Singapore,11.369,14,4709
11/2/21,Singapore,11.735,9,4778
11/3/21,Singapore,12.652,12,4805
11/4/21,Singapore,13.202,17,4233
11/5/21,Singapore,12.836,9,4234
11/6/21,Singapore,13.569,12,4211
11/7/21,Singapore,11.735,17,4170
11/8/21,Singapore,12.285,14,4139
11/9/21,Singapore,13.202,12,4169
11/10/21,Singapore,13.752,17,4301
11/11/21,Singapore,12.836,8,4922
11/12/21,Singapore,13.752,14,4823
11/13/21,Singapore,13.202,14,4847
11/14/21,Singapore,12.652,10,4900
11/15/21,Singapore,13.202,8,4917
11/16/21,Singapore,12.469,18,4836
11/17/21,Singapore,11.735,7,4700
11/18/21,Singapore,11.002,0,4596
11/19/21,Singapore,11.735,22,4509
11/20/21,Singapore,11.002,13,4455
11/21/21,Singapore,11.002,8,4442
11/22/21,Singapore,11.369,5,4398
11/23/21,Singapore,11.735,5,4241
11/24/21,Singapore,10.819,6,4155
11/25/21,Singapore,10.085,3,4054
11/26/21,Singapore,9.535,3,4029
11/27/21,Singapore,10.635,6,3991
11/28/21,Singapore,10.085,11,3921
11/29/21,Singapore,11.369,9,3846
11/30/21,Singapore,11.919,8,4008
12/1/21,Singapore,11.185,8,4039
12/2/21,Singapore,11.002,9,4052
12/3/21,Singapore,9.168,9,4002
12/4/21,Singapore,9.902,2,3979
12/5/21,Singapore,9.535,13,4002
12/6/21,Singapore,8.618,4,4052
12/7/21,Singapore,7.885,8,4002
12/8/21,Singapore,7.335,3,4050
12/9/21,Singapore,7.335,5,4073
12/10/21,Singapore,7.335,4,4073
12/11/21,Singapore,5.868,6,4065
12/12/21,Singapore,5.501,5,4044
12/13/21,Singapore,5.501,4,4043
12/14/21,Singapore,5.684,6,4181
12/15/21,Singapore,5.134,3,4274
12/16/21,Singapore,5.501,1,4455
12/17/21,Singapore,6.051,1,4508
12/18/21,Singapore,5.501,1,4577
12/19/21,Singapore,5.318,3,4705
12/20/21,Singapore,5.318,2,5008
12/21/21,Singapore,4.767,2,5113
12/22/21,Singapore,4.217,1,5432
12/23/21,Singapore,3.667,2,5784
12/24/21,Singapore,3.484,0,5638
12/25/21,Singapore,3.484,1,4921
12/26/21,Singapore,3.301,1,5548
12/27/21,Singapore,3.117,3,5966
12/28/21,Singapore,3.117,0,6490
12/29/21,Singapore,2.934,1,6921
12/30/21,Singapore,2.934,1,7282
12/31/21,Singapore,2.934,1,7399
1/1/22,Singapore,2.567,1,7397
1/2/22,Singapore,2.567,0,7504
1/3/22,Singapore,2.384,0,7559
1/4/22,Singapore,2.384,3,7311
1/5/22,Singapore,2.567,2,7237
1/6/22,Singapore,2.384,1,7154
1/7/22,Singapore,2.2,0,7685
1/8/22,Singapore,2.017,2,8967
1/9/22,Singapore,2.017,1,8964
1/10/22,Singapore,2.017,0,8934
1/11/22,Singapore,1.834,0,9076
1/12/22,Singapore,1.834,1,8832
1/13/22,Singapore,1.65,0,8669
1/14/22,Singapore,1.65,1,8849
1/15/22,Singapore,2.017,3,8594
1/16/22,Singapore,2.2,0,8338
1/17/22,Singapore,2.2,0,8083
1/18/22,Singapore,1.834,0,7827
1/19/22,Singapore,1.65,1,7567
1/20/22,Singapore,1.65,1,7288
1/21/22,Singapore,1.65,1,6966
1/22/22,Singapore,1.467,1,7020
1/23/22,Singapore,1.284,1,6770
1/24/22,Singapore,1.65,0,6544
1/25/22,Singapore,1.65,2,6317
1/26/22,Singapore,1.834,0,6275
1/27/22,Singapore,1.834,0,6228
1/28/22,Singapore,1.284,3,6113
1/29/22,Singapore,1.65,1,5942
1/30/22,Singapore,1.467,0,5644
1/31/22,Singapore,1.284,1,5324
2/1/22,Singapore,1.467,3,4516
2/2/22,Singapore,1.65,1,3774
2/3/22,Singapore,2.384,1,3837
2/4/22,Singapore,2.2,6,3804
2/5/22,Singapore,2.934,0,3810
2/6/22,Singapore,2.017,2,4037
2/7/22,Singapore,2.2,6,4227
2/8/22,Singapore,2.384,3,4905
2/9/22,Singapore,3.484,4,5703
2/10/22,Singapore,3.484,1,5771
2/11/22,Singapore,2.2,3,5919
2/12/22,Singapore,1.284,8,6098
2/13/22,Singapore,1.834,4,6291
2/14/22,Singapore,1.65,9,6169
2/15/22,Singapore,1.834,7,6048
2/16/22,Singapore,3.667,13,5811
2/17/22,Singapore,3.484,4,5487
2/18/22,Singapore,4.217,7,5208
2/19/22,Singapore,3.484,4,4948
2/20/22,Singapore,3.484,4,4622
2/21/22,Singapore,3.851,7,4518
1/4/21,Slovakia,46.245,204,873
1/5/21,Slovakia,46.612,82,873
1/6/21,Slovakia,50.282,54,873
1/7/21,Slovakia,49.181,60,873
1/8/21,Slovakia,48.447,71,873
1/9/21,Slovakia,49.364,48,873
1/10/21,Slovakia,50.282,82,873
1/11/21,Slovakia,50.832,89,891
1/12/21,Slovakia,50.282,95,908
1/13/21,Slovakia,50.465,61,925
1/14/21,Slovakia,52.484,97,943
1/15/21,Slovakia,54.319,102,960
1/16/21,Slovakia,55.237,55,977
1/17/21,Slovakia,55.787,57,994
1/18/21,Slovakia,56.705,52,1029
1/19/21,Slovakia,56.154,111,1063
1/20/21,Slovakia,60.559,100,1098
1/21/21,Slovakia,60.926,64,1132
1/22/21,Slovakia,59.825,93,1167
1/23/21,Slovakia,60.008,71,1201
1/24/21,Slovakia,62.027,103,1235
1/25/21,Slovakia,62.027,0,1316
1/26/21,Slovakia,62.027,192,1397
1/27/21,Slovakia,60.192,101,1477
1/28/21,Slovakia,60.375,50,1558
1/29/21,Slovakia,63.128,84,1638
1/30/21,Slovakia,62.577,70,1719
1/31/21,Slovakia,60.742,77,1799
2/1/21,Slovakia,62.577,69,1850
2/2/21,Slovakia,61.66,73,1900
2/3/21,Slovakia,64.045,105,1951
2/4/21,Slovakia,65.697,87,2001
2/5/21,Slovakia,66.247,74,2051
2/6/21,Slovakia,67.165,85,2102
2/7/21,Slovakia,68.45,64,2152
2/8/21,Slovakia,69,72,2116
2/9/21,Slovakia,69.918,111,2079
2/10/21,Slovakia,70.652,120,2043
2/11/21,Slovakia,72.303,127,2006
2/12/21,Slovakia,76.157,104,1970
2/13/21,Slovakia,77.075,79,1933
2/14/21,Slovakia,79.093,73,1897
2/15/21,Slovakia,81.112,67,1913
2/16/21,Slovakia,85.516,111,1930
2/17/21,Slovakia,86.067,105,1946
2/18/21,Slovakia,92.673,103,1963
2/19/21,Slovakia,91.572,79,1979
2/20/21,Slovakia,90.104,74,1995
2/21/21,Slovakia,91.572,81,2012
2/22/21,Slovakia,91.755,72,2091
2/23/21,Slovakia,91.388,94,2169
2/24/21,Slovakia,94.875,104,2248
2/25/21,Slovakia,91.388,84,2327
2/26/21,Slovakia,93.407,107,2406
2/27/21,Slovakia,116.162,109,2485
2/28/21,Slovakia,107.17,114,2563
3/1/21,Slovakia,104.785,81,2594
3/2/21,Slovakia,104.418,118,2625
3/3/21,Slovakia,105.886,101,2655
3/4/21,Slovakia,108.455,71,2686
3/5/21,Slovakia,109.005,105,2717
3/6/21,Slovakia,111.208,74,2747
3/7/21,Slovakia,113.226,97,2778
3/8/21,Slovakia,109.189,85,2876
3/9/21,Slovakia,107.17,116,2975
3/10/21,Slovakia,105.152,109,3073
3/11/21,Slovakia,105.519,98,3172
3/12/21,Slovakia,104.234,102,3271
3/13/21,Slovakia,107.721,94,3369
3/14/21,Slovakia,110.841,88,3468
3/15/21,Slovakia,109.739,77,3464
3/16/21,Slovakia,111.942,64,3460
3/17/21,Slovakia,108.822,69,3457
3/18/21,Slovakia,108.822,76,3453
3/19/21,Slovakia,103.867,80,3449
3/20/21,Slovakia,107.17,84,3445
3/21/21,Slovakia,107.17,66,3442
3/22/21,Slovakia,103.317,60,3346
3/23/21,Slovakia,101.849,86,3249
3/24/21,Slovakia,102.583,71,3153
3/25/21,Slovakia,101.481,52,3057
3/26/21,Slovakia,99.096,60,2961
3/27/21,Slovakia,98.545,53,2865
3/28/21,Slovakia,98.178,70,2768
3/29/21,Slovakia,93.223,46,2880
3/30/21,Slovakia,96.343,82,2992
3/31/21,Slovakia,92.673,95,3104
4/1/21,Slovakia,92.306,71,3216
4/2/21,Slovakia,97.444,87,3328
4/3/21,Slovakia,97.444,71,3440
4/4/21,Slovakia,96.71,77,3552
4/5/21,Slovakia,95.242,69,3625
4/6/21,Slovakia,93.591,0,3698
4/7/21,Slovakia,89.37,149,3771
4/8/21,Slovakia,86.617,79,3844
4/9/21,Slovakia,83.864,89,3917
4/10/21,Slovakia,86.067,76,3990
4/11/21,Slovakia,84.782,78,4063
4/12/21,Slovakia,78.543,65,4051
4/13/21,Slovakia,78.543,86,4039
4/14/21,Slovakia,75.973,82,4026
4/15/21,Slovakia,72.303,79,4014
4/16/21,Slovakia,69,93,4002
4/17/21,Slovakia,70.468,73,3990
4/18/21,Slovakia,67.348,63,3977
4/19/21,Slovakia,65.697,66,4042
4/20/21,Slovakia,63.678,72,4106
4/21/21,Slovakia,64.229,60,4171
4/22/21,Slovakia,62.577,53,4235
4/23/21,Slovakia,58.356,48,4299
4/24/21,Slovakia,60.192,53,4364
4/25/21,Slovakia,58.907,37,4428
4/26/21,Slovakia,56.521,36,4543
4/27/21,Slovakia,57.439,41,4658
4/28/21,Slovakia,54.136,39,4772
4/29/21,Slovakia,51.934,36,4887
4/30/21,Slovakia,52.301,37,5001
5/1/21,Slovakia,52.301,48,5116
5/2/21,Slovakia,52.484,34,5230
5/3/21,Slovakia,52.301,41,5363
5/4/21,Slovakia,47.713,48,5496
5/5/21,Slovakia,46.428,31,5629
5/6/21,Slovakia,45.327,34,5763
5/7/21,Slovakia,43.676,26,5896
5/8/21,Slovakia,45.144,44,6029
5/9/21,Slovakia,44.226,29,6162
5/10/21,Slovakia,40.739,32,6218
5/11/21,Slovakia,39.638,26,6275
5/12/21,Slovakia,36.702,19,6332
5/13/21,Slovakia,34.684,39,6389
5/14/21,Slovakia,33.95,33,6446
5/15/21,Slovakia,34.133,35,6503
5/16/21,Slovakia,33.215,21,6559
5/17/21,Slovakia,31.564,14,6563
5/18/21,Slovakia,30.646,10,6567
5/19/21,Slovakia,28.811,14,6572
5/20/21,Slovakia,28.077,10,6576
5/21/21,Slovakia,26.793,8,6580
5/22/21,Slovakia,26.059,6,6584
5/23/21,Slovakia,26.059,6,6588
5/24/21,Slovakia,24.774,4,6559
5/25/21,Slovakia,23.489,5,6531
5/26/21,Slovakia,22.021,11,6502
5/27/21,Slovakia,20.553,8,6474
5/28/21,Slovakia,19.269,13,6445
5/29/21,Slovakia,17.801,0,6417
5/30/21,Slovakia,17.617,6,6388
5/31/21,Slovakia,17.434,4,6385
6/1/21,Slovakia,16.883,10,6382
6/2/21,Slovakia,15.598,13,6379
6/3/21,Slovakia,15.231,9,6376
6/4/21,Slovakia,13.947,7,6373
6/5/21,Slovakia,12.846,13,6369
6/6/21,Slovakia,12.846,9,6366
6/7/21,Slovakia,12.846,10,6394
6/8/21,Slovakia,11.928,9,6421
6/9/21,Slovakia,12.479,7,6449
6/10/21,Slovakia,11.745,3,6476
6/11/21,Slovakia,11.378,0,6503
6/12/21,Slovakia,12.846,3,6531
6/13/21,Slovakia,13.58,3,6558
6/14/21,Slovakia,12.662,2,6532
6/15/21,Slovakia,12.112,5,6507
6/16/21,Slovakia,12.112,10,6481
6/17/21,Slovakia,10.827,8,6456
6/18/21,Slovakia,9.359,14,6430
6/19/21,Slovakia,9.726,0,6404
6/20/21,Slovakia,9.543,0,6379
6/21/21,Slovakia,8.441,18,6303
6/22/21,Slovakia,9.543,6,6226
6/23/21,Slovakia,9.359,0,6150
6/24/21,Slovakia,9.359,0,6074
6/25/21,Slovakia,8.625,3,5998
6/26/21,Slovakia,9.359,0,5922
6/27/21,Slovakia,8.992,0,5845
6/28/21,Slovakia,9.176,4,5687
6/29/21,Slovakia,9.726,1,5529
6/30/21,Slovakia,9.726,0,5371
7/1/21,Slovakia,9.359,1,5213
7/2/21,Slovakia,8.625,0,5055
7/3/21,Slovakia,8.441,2,4897
7/4/21,Slovakia,8.809,0,4738
7/5/21,Slovakia,8.074,0,4586
7/6/21,Slovakia,7.524,1,4435
7/7/21,Slovakia,6.973,2,4283
7/8/21,Slovakia,6.79,0,4131
7/9/21,Slovakia,6.239,1,3979
7/10/21,Slovakia,6.056,2,3827
7/11/21,Slovakia,5.872,0,3675
7/12/21,Slovakia,5.322,2,3511
7/13/21,Slovakia,4.588,1,3348
7/14/21,Slovakia,4.771,1,3184
7/15/21,Slovakia,4.588,1,3021
7/16/21,Slovakia,4.955,0,2857
7/17/21,Slovakia,4.955,0,2694
7/18/21,Slovakia,4.955,0,2530
7/19/21,Slovakia,5.138,3,2528
7/20/21,Slovakia,5.138,4,2526
7/21/21,Slovakia,5.138,3,2523
7/22/21,Slovakia,5.322,0,2521
7/23/21,Slovakia,5.505,0,2519
7/24/21,Slovakia,5.689,0,2516
7/25/21,Slovakia,5.872,0,2514
7/26/21,Slovakia,5.505,0,2507
7/27/21,Slovakia,5.138,0,2501
7/28/21,Slovakia,5.322,0,2494
7/29/21,Slovakia,5.505,2,2487
7/30/21,Slovakia,5.322,0,2480
7/31/21,Slovakia,5.322,4,2473
8/1/21,Slovakia,5.322,0,2466
8/2/21,Slovakia,4.955,0,2412
8/3/21,Slovakia,5.138,1,2357
8/4/21,Slovakia,4.771,0,2303
8/5/21,Slovakia,4.404,0,2249
8/6/21,Slovakia,4.771,0,2194
8/7/21,Slovakia,4.955,0,2140
8/8/21,Slovakia,4.955,0,2085
8/9/21,Slovakia,5.138,0,2028
8/10/21,Slovakia,5.138,2,1970
8/11/21,Slovakia,5.322,1,1912
8/12/21,Slovakia,5.505,0,1854
8/13/21,Slovakia,5.322,0,1796
8/14/21,Slovakia,5.872,0,1739
8/15/21,Slovakia,6.239,0,1681
8/16/21,Slovakia,6.423,0,1638
8/17/21,Slovakia,6.973,2,1595
8/18/21,Slovakia,6.973,1,1553
8/19/21,Slovakia,7.157,0,1510
8/20/21,Slovakia,4.771,0,1468
8/21/21,Slovakia,4.771,0,1425
8/22/21,Slovakia,5.138,0,1382
8/23/21,Slovakia,4.404,0,1340
8/24/21,Slovakia,3.303,0,1298
8/25/21,Slovakia,2.936,0,1255
8/26/21,Slovakia,3.12,0,1213
8/27/21,Slovakia,3.12,1,1171
8/28/21,Slovakia,3.67,0,1129
8/29/21,Slovakia,4.404,0,1087
8/30/21,Slovakia,4.588,0,1075
8/31/21,Slovakia,4.771,0,1064
9/1/21,Slovakia,5.138,0,1053
9/2/21,Slovakia,6.056,0,1042
9/3/21,Slovakia,6.239,1,1031
9/4/21,Slovakia,6.423,0,1020
9/5/21,Slovakia,7.157,0,1008
9/6/21,Slovakia,7.524,2,997
9/7/21,Slovakia,7.707,1,986
9/8/21,Slovakia,8.074,1,974
9/9/21,Slovakia,8.441,3,963
9/10/21,Slovakia,8.809,2,952
9/11/21,Slovakia,8.625,0,940
9/12/21,Slovakia,8.258,0,929
9/13/21,Slovakia,8.441,2,936
9/14/21,Slovakia,9.176,2,942
9/15/21,Slovakia,9.726,4,949
9/16/21,Slovakia,9.359,0,955
9/17/21,Slovakia,12.295,3,962
9/18/21,Slovakia,14.13,0,968
9/19/21,Slovakia,15.048,0,975
9/20/21,Slovakia,14.864,4,949
9/21/21,Slovakia,18.535,7,923
9/22/21,Slovakia,19.085,9,897
9/23/21,Slovakia,18.535,3,871
9/24/21,Slovakia,18.718,2,845
9/25/21,Slovakia,19.085,2,820
9/26/21,Slovakia,19.819,0,794
9/27/21,Slovakia,19.085,0,778
9/28/21,Slovakia,20.37,10,761
9/29/21,Slovakia,21.654,14,745
9/30/21,Slovakia,22.021,17,729
10/1/21,Slovakia,24.04,12,713
10/2/21,Slovakia,24.59,0,697
10/3/21,Slovakia,25.692,19,681
10/4/21,Slovakia,27.16,8,671
10/5/21,Slovakia,28.077,14,662
10/6/21,Slovakia,28.628,7,652
10/7/21,Slovakia,29.178,8,643
10/8/21,Slovakia,33.032,15,633
10/9/21,Slovakia,34.5,9,624
10/10/21,Slovakia,35.418,2,614
10/11/21,Slovakia,34.317,4,689
10/12/21,Slovakia,32.665,17,764
10/13/21,Slovakia,34.684,20,838
10/14/21,Slovakia,35.418,19,913
10/15/21,Slovakia,35.051,25,988
10/16/21,Slovakia,37.62,0,1062
10/17/21,Slovakia,37.803,30,1137
10/18/21,Slovakia,37.987,8,1212
10/19/21,Slovakia,37.803,10,1286
10/20/21,Slovakia,39.088,8,1361
10/21/21,Slovakia,41.84,11,1435
10/22/21,Slovakia,37.987,3,1510
10/23/21,Slovakia,41.473,9,1585
10/24/21,Slovakia,41.106,8,1659
10/25/21,Slovakia,40.005,14,1781
10/26/21,Slovakia,44.96,18,1902
10/27/21,Slovakia,46.061,22,2023
10/28/21,Slovakia,52.484,20,2144
10/29/21,Slovakia,62.394,23,2265
10/30/21,Slovakia,59.09,18,2387
10/31/21,Slovakia,60.926,16,2508
11/1/21,Slovakia,62.027,11,2658
11/2/21,Slovakia,61.843,31,2808
11/3/21,Slovakia,63.678,36,2958
11/4/21,Slovakia,69.367,34,3108
11/5/21,Slovakia,75.056,20,3259
11/6/21,Slovakia,82.396,39,3409
11/7/21,Slovakia,82.763,24,3559
11/8/21,Slovakia,80.011,40,3597
11/9/21,Slovakia,83.864,45,3636
11/10/21,Slovakia,85.149,53,3674
11/11/21,Slovakia,89.92,38,3713
11/12/21,Slovakia,91.572,41,3751
11/13/21,Slovakia,97.995,39,3790
11/14/21,Slovakia,96.527,52,3828
11/15/21,Slovakia,95.426,61,3922
11/16/21,Slovakia,98.729,46,4015
11/17/21,Slovakia,101.298,43,4109
11/18/21,Slovakia,97.811,38,4202
11/19/21,Slovakia,100.931,56,4296
11/20/21,Slovakia,104.234,37,4389
11/21/21,Slovakia,103.317,43,4483
11/22/21,Slovakia,101.665,58,4418
11/23/21,Slovakia,104.234,66,4354
11/24/21,Slovakia,102.583,71,4289
11/25/21,Slovakia,101.298,51,4224
11/26/21,Slovakia,102.216,70,4159
11/27/21,Slovakia,108.822,51,4095
11/28/21,Slovakia,111.758,46,4030
11/29/21,Slovakia,111.208,67,4150
11/30/21,Slovakia,111.024,77,4269
12/1/21,Slovakia,110.106,85,4388
12/2/21,Slovakia,115.612,103,4507
12/3/21,Slovakia,115.061,90,4627
12/4/21,Slovakia,113.593,75,4746
12/5/21,Slovakia,115.612,55,4865
12/6/21,Slovakia,112.125,74,5065
12/7/21,Slovakia,108.088,104,5265
12/8/21,Slovakia,106.987,91,5465
12/9/21,Slovakia,103.867,84,5665
12/10/21,Slovakia,102.032,57,5865
