Predicted Deaths,Actual Deaths,Delta,RMSE
1269.665760000002,1243.714,2.0866340653881816,71.76934005217446
2281.76002,2226.714,2.472074096628495,71.76934005217446
1467.2015099999996,1663.571,-11.804094324798898,71.76934005217446
1901.704220000003,1907.571,-0.30755237943944835,71.76934005217446
1871.366890000004,1821.0,2.7658918176828173,71.76934005217446
2436.690059999998,2485.0,-1.944061971831063,71.76934005217446
1617.5344699999978,1671.857,-3.249233038471723,71.76934005217446
2209.679819999999,2207.857,0.0825606006185616,71.76934005217446
2005.018380000002,1835.143,9.25679252243569,71.76934005217446
1261.8858100000011,991.143,27.316220767336407,71.76934005217446
1465.72855,1376.286,6.498834544564137,71.76934005217446
1371.0885999999998,1364.714,0.46710153189605097,71.76934005217446
1208.9227900000008,1211.714,-0.2303522118254953,71.76934005217446
1995.3928500000004,2014.143,-0.9309244676271555,71.76934005217446
1182.8701499999995,1152.857,2.6033714502318626,71.76934005217446
1587.2814999999991,1633.143,-2.808174177031704,71.76934005217446
2212.57847,2231.143,-0.8320636552654896,71.76934005217446
1401.2714199999991,1348.429,3.9188136713166974,71.76934005217446
1406.6685599999996,1351.429,4.087492572676739,71.76934005217446
1518.2441800000006,1477.0,2.792429248476682,71.76934005217446
2525.305770000001,2612.429,-3.334951112546953,71.76934005217446
1445.8256700000002,1392.429,3.834785831090855,71.76934005217446
1020.970029999999,1033.429,-1.2055951594159875,71.76934005217446
859.8044099999984,816.286,5.331269922551462,71.76934005217446
1134.495550000001,1135.857,-0.119861038845468,71.76934005217446
2047.996939999999,2082.429,-1.6534566124463788,71.76934005217446
2440.254179999999,2471.0,-1.244266288951882,71.76934005217446
1486.8484199999994,1574.571,-5.571205109201209,71.76934005217446
1354.9327600000004,1324.143,2.325259431949596,71.76934005217446
1540.4100800000022,1594.714,-3.4052450784277175,71.76934005217446
1458.7042100000003,1439.429,1.3390872352856753,71.76934005217446
689.4771900000005,665.429,3.613937775480261,71.76934005217446
2193.2410999999993,2164.714,1.3178230472939767,71.76934005217446
1209.365640000001,1218.286,-0.7322057382256024,71.76934005217446
1730.8927199999994,1694.429,2.1519768606415073,71.76934005217446
1680.7885700000015,1649.0,1.9277483323227123,71.76934005217446
2045.7586300000012,2089.286,-2.0833610142411754,71.76934005217446
2477.3269099999975,2521.571,-1.7546240022590052,71.76934005217446
1705.0085800000018,1719.286,-0.8304272820227875,71.76934005217446
2074.3598300000026,2073.0,0.0655972021226533,71.76934005217446
